,YYYY,team,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,salary,salary_log
937,2019,GIANTS,이인복,1991-06-18,-0.64,11,0,0,0,0,0,0,0,12.1,18,16,74,29,2,1,2,8,0,0,7,0.0,0.0,11.68,6.32,3.0,35.9,66.6,-0.57,2900.0,7.9724660159745655
938,2019,WYVERNS,박정배,1982-04-01,-0.66,20,0,0,0,1,1,0,1,19.2,22,22,90,29,10,0,4,2,0,2,9,0.0,0.0,10.07,5.74,1.58,42.3,75.7,0.0,14000.0,9.546812608597396
939,2019,TIGERS,정성곤,1996-07-10,-0.73,52,0,0,0,3,3,8,11,53.2,36,33,248,64,16,2,7,22,3,2,40,0.0,2.0,5.53,4.78,1.6,74.8,85.7,-1.02,4700.0,8.45531778769815
940,2019,TIGERS,엄상백,1996-10-04,-0.74,26,0,0,0,2,3,0,0,31.1,29,28,154,40,6,0,6,24,0,0,20,0.0,1.0,8.04,6.91,2.04,51.5,59.1,-1.69,8000.0,8.987196820661973
941,2019,HEROS,이보근,1986-04-30,-0.74,19,0,0,0,0,2,0,3,16.2,18,18,80,29,3,2,1,4,0,0,12,0.0,0.0,9.72,3.46,1.98,42.6,119.0,-0.96,14000.0,9.546812608597396
942,2019,GIANTS,윤길현,1983-09-23,-0.78,6,0,0,0,1,1,0,0,5.0,14,6,39,17,4,0,2,4,1,2,5,0.0,2.0,10.8,9.6,4.2,38.8,43.7,-0.57,50000.0,10.819778284410283
943,2019,GIANTS,구승민,1990-06-12,-0.83,41,0,0,0,1,4,2,6,36.0,29,25,180,45,5,0,5,21,6,3,43,0.0,7.0,6.25,4.32,1.83,67.1,96.6,-2.01,3400.0,8.131530710604252
944,2019,DYNOS,정수민,1990-04-01,-0.84,7,0,0,1,0,2,0,0,9.1,17,17,54,17,5,0,1,10,0,1,4,0.0,1.0,16.39,7.47,2.89,25.7,56.4,-0.32,4200.0,8.34283980427146
945,2019,EAGLES,문동욱,1992-01-07,-0.89,12,0,0,1,1,1,0,0,15.2,25,21,91,36,6,0,3,4,0,3,12,0.0,1.0,12.06,5.7,2.55,34.3,72.5,-0.63,2400.0,7.783224016336037
946,2019,EAGLES,박주홍,1999-08-20,-0.99,29,0,0,6,0,4,0,1,38.1,37,34,188,51,9,2,8,24,0,2,27,1.0,1.0,7.98,6.74,1.96,51.9,61.6,-1.72,2700.0,7.90100705199242
947,2019,LIONS,최충연,1997-03-05,-1.03,34,0,0,2,0,2,1,4,36.2,36,30,194,44,15,1,2,38,1,3,41,0.0,6.0,7.36,5.15,2.24,58.9,82.3,-1.22,4500.0,8.411832675758411
948,2019,TIGERS,홍건희,1992-09-29,-1.1,21,0,0,14,2,9,0,0,81.2,70,65,381,112,20,1,12,33,0,3,52,0.0,7.0,7.16,5.36,1.78,58.5,77.7,-2.02,8000.0,8.987196820661973
949,2019,EAGLES,김민우,1995-07-25,-1.23,16,1,0,12,2,7,0,0,68.0,59,51,315,80,12,1,6,30,0,6,46,0.0,4.0,6.75,4.79,1.62,61.4,87.0,-1.67,3600.0,8.1886891244442
950,2018,BEARS,린드블럼,1987-06-15,6.81,26,0,0,26,15,4,0,0,168.2,56,54,681,142,33,2,16,38,0,8,157,0.0,10.0,2.88,4.02,1.07,175.4,125.2,2.06,135000.0,11.813030057420567
951,2018,HEROS,브리검,1988-02-10,5.78,31,2,1,30,11,7,0,1,199.0,89,85,829,188,28,3,19,50,0,19,175,0.0,4.0,3.84,4.36,1.2,134.1,117.4,0.2,65000.0,11.082142548877775
952,2018,WYVERNS,김광현,1988-07-22,5.26,25,0,0,25,11,8,0,0,136.0,48,45,554,125,16,2,16,30,0,2,130,0.0,3.0,2.98,4.16,1.14,176.5,127.4,1.91,140000.0,11.84939770159144
953,2018,TIGERS,양현종,1988-03-01,5.21,29,3,0,29,13,11,0,0,184.1,88,85,772,199,33,0,21,43,1,2,152,0.0,5.0,4.15,4.38,1.31,123.7,117.9,-1.06,230000.0,12.345834587905333
954,2018,TWINS,소사,1985-07-28,4.95,27,1,1,27,9,9,0,0,181.1,83,71,760,192,44,1,16,28,1,4,181,0.0,6.0,3.52,3.5,1.21,143.2,143.3,0.16,120000.0,11.695247021764184
955,2018,TIGERS,니퍼트,1981-05-06,4.74,29,0,0,28,8,8,0,0,175.2,88,83,765,209,33,4,26,39,2,9,165,0.0,9.0,4.25,4.66,1.41,124.6,111.4,-0.06,210000.0,12.254862809699606
956,2018,BEARS,이용찬,1989-01-02,3.91,25,1,0,24,15,3,0,0,144.0,62,58,608,151,24,1,14,36,2,8,102,0.0,6.0,3.63,4.56,1.3,139.4,110.8,0.45,23500.0,10.06475570013225
957,2018,WYVERNS,켈리,1988-10-14,3.89,28,0,0,28,12,7,0,0,158.1,78,72,674,152,28,3,18,47,1,13,161,2.0,5.0,4.09,4.4,1.26,128.5,120.4,-0.45,85000.0,11.350406535472453
958,2018,TIGERS,피어밴드,1985-08-22,3.78,27,1,0,26,8,8,0,0,163.1,90,78,707,186,27,1,24,38,0,6,141,0.0,5.0,4.3,4.83,1.37,123.3,107.7,-1.28,35000.0,10.46310334047155
959,2018,HEROS,최원태,1997-01-07,3.66,23,1,0,23,13,7,0,0,134.1,62,59,577,144,28,0,8,35,0,11,101,0.0,3.0,3.95,4.13,1.33,130.4,124.5,0.77,15000.0,9.615805480084347
960,2018,GIANTS,노경은,1984-03-11,3.41,33,0,0,19,9,6,0,0,132.1,65,60,547,127,24,3,18,30,1,4,89,0.0,1.0,4.08,5.0,1.19,127.8,104.5,0.27,10000.0,9.210340371976184
961,2018,WYVERNS,박종훈,1991-08-13,3.38,30,0,0,30,14,8,0,0,159.1,81,74,702,158,31,3,16,54,0,20,133,0.0,3.0,4.18,4.86,1.33,125.8,108.3,-0.38,20000.0,9.903487552536127
962,2018,LIONS,최충연,1997-03-05,2.98,70,0,0,0,2,6,8,16,85.0,34,34,344,73,16,2,6,26,1,2,101,0.0,8.0,3.6,3.33,1.17,147.3,156.2,1.49,4500.0,8.411832675758411
963,2018,TIGERS,헥터,1987-01-26,2.96,29,1,0,29,11,10,0,0,174.0,102,89,753,209,31,0,25,36,2,4,137,1.0,4.0,4.6,4.78,1.41,111.5,107.9,-1.24,170000.0,12.043553716032399
964,2018,GIANTS,레일리,1988-06-29,2.95,30,0,0,30,11,13,0,0,178.1,106,94,775,180,34,4,24,54,1,18,178,2.0,4.0,4.74,4.78,1.31,109.9,109.3,-1.94,111000.0,11.617285480294472
965,2018,BEARS,함덕주,1995-01-13,2.95,62,0,0,0,6,3,27,3,67.0,23,22,293,58,9,1,4,37,3,4,75,0.0,4.0,2.96,4.07,1.42,171.0,124.8,1.58,16000.0,9.680344001221918
966,2018,EAGLES,송은범,1984-03-17,2.93,68,0,0,0,7,4,1,10,79.1,29,22,341,77,9,1,2,33,2,5,61,0.0,8.0,2.5,3.98,1.39,212.3,132.4,0.7,45000.0,10.714417768752456
967,2018,HEROS,한현희,1993-06-25,2.83,30,0,0,28,11,7,0,0,169.0,98,90,756,208,42,3,22,49,0,20,105,0.0,6.0,4.79,5.51,1.52,107.5,92.8,-1.36,23000.0,10.043249494911286
968,2018,DYNOS,이재학,1990-10-04,2.67,29,1,0,29,5,13,0,0,152.1,87,81,658,157,27,2,13,49,2,10,116,0.0,6.0,4.79,4.54,1.35,108.4,115.4,-1.06,19000.0,9.852194258148577
969,2018,EAGLES,이태양,1990-07-03,2.62,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0.0,4.0,2.84,4.27,1.12,186.8,125.3,0.95,7300.0,8.895629627136483
970,2018,EAGLES,박상원,1994-09-09,2.44,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0.0,3.0,2.1,3.62,1.33,252.3,146.8,0.44,3100.0,8.039157390473237
971,2018,WYVERNS,문승원,1989-11-28,2.41,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33,2,24,37,0,4,122,0.0,4.0,4.6,5.1,1.44,114.3,104.0,-1.49,9000.0,9.104979856318357
972,2018,TIGERS,김윤동,1993-04-01,2.37,64,0,0,0,7,6,4,18,82.2,39,34,369,71,13,1,9,54,7,2,79,0.0,7.0,3.7,5.12,1.51,138.7,100.9,-0.97,15000.0,9.615805480084347
973,2018,LIONS,백정현,1987-07-13,2.34,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0.0,2.0,4.58,5.05,1.42,115.7,104.1,-0.87,15500.0,9.648595302907339
974,2018,WYVERNS,김태훈,1990-05-19,2.26,61,0,0,4,9,3,0,10,94.0,44,40,394,88,17,0,8,36,4,2,93,0.0,11.0,3.83,4.05,1.32,137.3,130.6,-0.02,4000.0,8.294049640102028
975,2018,GIANTS,손승락,1982-03-04,2.24,57,0,0,0,3,5,28,0,57.2,26,25,250,53,13,0,1,20,4,1,60,0.0,2.0,3.9,2.86,1.27,133.7,182.5,0.69,70000.0,11.156250521031495
976,2018,GIANTS,구승민,1990-06-12,2.2,64,0,0,0,7,4,0,14,73.2,33,30,307,62,15,0,12,31,6,3,75,1.0,2.0,3.67,5.06,1.26,142.3,103.6,-0.26,3400.0,8.131530710604252
977,2018,EAGLES,정우람,1985-06-01,2.01,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0.0,1.0,3.4,3.93,1.15,156.0,136.2,1.45,120000.0,11.695247021764184
978,2018,HEROS,로저스,1985-08-14,1.97,13,1,0,13,5,4,0,0,83.0,40,35,345,89,7,4,7,16,0,5,65,0.0,8.0,3.8,4.12,1.27,135.8,124.2,0.07,170000.0,12.043553716032399
979,2018,TIGERS,금민철,1986-11-07,1.89,29,0,0,29,8,12,0,0,156.1,104,94,720,212,30,1,19,68,1,7,79,0.0,10.0,5.41,5.82,1.79,97.9,89.2,-3.08,8000.0,8.987196820661973
980,2018,LIONS,심창민,1993-02-01,1.86,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0.0,1.0,4.07,5.45,1.19,130.3,96.7,1.28,23000.0,10.043249494911286
981,2018,TIGERS,고영표,1991-09-16,1.8,25,3,1,23,6,9,0,0,142.0,91,81,620,175,27,4,17,25,1,14,134,1.0,2.0,5.13,4.31,1.41,103.2,120.6,-2.0,11500.0,9.350102314351341
982,2018,BEARS,박치국,1998-03-10,1.72,67,0,0,0,1,5,3,17,67.0,30,27,293,80,13,0,5,15,4,9,60,1.0,1.0,3.63,3.91,1.42,139.4,129.6,0.27,3400.0,8.131530710604252
983,2018,WYVERNS,신재웅,1982-03-28,1.68,54,0,0,0,2,3,16,6,52.0,23,16,226,49,3,0,5,28,0,1,43,0.0,3.0,2.77,5.1,1.48,189.9,102.8,-0.38,11000.0,9.305650551780507
984,2018,GIANTS,오현택,1985-07-17,1.64,72,0,0,0,3,2,0,25,64.2,32,27,268,66,9,0,11,12,0,3,63,1.0,2.0,3.76,4.79,1.21,138.8,109.3,0.11,6000.0,8.699514748210191
985,2018,DYNOS,구창모,1997-02-17,1.63,36,0,0,23,5,11,0,1,133.0,83,79,598,158,31,2,21,52,0,7,116,1.0,16.0,5.35,5.47,1.58,97.1,96.1,-1.07,5700.0,8.648221453822641
986,2018,TIGERS,임창용,1976-06-04,1.56,37,0,0,12,5,5,4,4,86.1,54,52,388,92,24,1,16,29,1,11,84,0.0,5.0,5.42,5.65,1.4,94.7,91.2,-0.99,50000.0,10.819778284410283
987,2018,LIONS,장필준,1988-04-08,1.49,61,0,0,0,5,5,6,13,66.1,35,32,290,65,15,1,6,25,2,6,74,0.0,0.0,4.34,4.09,1.36,122.2,127.5,-0.78,6500.0,8.779557455883728
988,2018,TIGERS,임기준,1991-10-08,1.47,55,0,0,0,5,1,2,8,56.0,27,22,243,59,5,1,7,23,0,3,45,1.0,3.0,3.54,5.24,1.46,145.2,98.4,1.04,6000.0,8.699514748210191
989,2018,LIONS,양창섭,1999-09-22,1.42,19,0,0,17,7,6,0,0,87.1,52,49,400,100,22,0,12,34,0,10,49,1.0,3.0,5.05,6.01,1.53,105.0,87.4,-0.72,2700.0,7.90100705199242
990,2018,LIONS,우규민,1985-01-21,1.39,48,0,0,0,4,1,0,10,58.2,28,28,246,70,12,0,6,12,1,5,48,0.0,0.0,4.3,4.34,1.4,123.5,120.6,-0.22,70000.0,11.156250521031495
991,2018,TIGERS,김재윤,1990-09-16,1.38,62,0,0,0,7,5,15,0,61.0,34,31,271,76,10,1,11,15,4,1,66,0.0,3.0,4.57,4.6,1.49,115.9,113.2,-0.37,11000.0,9.305650551780507
992,2018,BEARS,이영하,1997-11-01,1.32,40,0,0,17,10,3,0,2,122.2,75,72,555,140,28,5,15,54,1,9,90,0.0,8.0,5.28,5.47,1.58,95.7,92.1,-1.25,4200.0,8.34283980427146
993,2018,BEARS,김승회,1981-02-11,1.21,55,0,0,0,3,4,3,11,54.2,26,21,242,54,11,0,6,23,1,5,34,0.0,3.0,3.46,5.5,1.41,146.2,91.9,-0.58,10000.0,9.210340371976184
994,2018,GIANTS,진명호,1989-03-20,1.19,60,0,0,0,5,4,1,9,61.2,34,30,282,53,19,0,7,46,6,1,65,0.0,3.0,4.38,5.2,1.61,119.1,100.7,-0.14,3300.0,8.101677747454572
995,2018,TWINS,정찬헌,1990-01-26,1.16,66,0,0,0,5,3,27,0,65.0,36,35,299,76,14,0,5,24,3,7,50,0.0,2.0,4.85,4.59,1.54,104.1,110.3,-1.7,9500.0,9.159047077588632
996,2018,EAGLES,장민재,1990-03-19,1.15,34,0,0,3,6,2,0,1,59.2,33,31,266,62,14,2,7,23,0,1,42,0.0,1.0,4.68,5.16,1.43,113.3,103.2,-0.44,7100.0,8.867850063029406
997,2018,LIONS,권오준,1980-03-09,1.06,47,0,0,0,3,1,1,2,43.1,21,19,189,43,7,0,7,12,0,3,52,0.0,2.0,3.95,4.57,1.27,134.4,115.0,-0.11,15000.0,9.615805480084347
998,2018,BEARS,김강률,1988-08-28,1.04,65,0,0,0,5,0,6,11,76.0,42,39,317,72,10,0,7,24,1,3,81,0.0,6.0,4.62,3.93,1.26,109.4,128.3,1.51,15000.0,9.615805480084347
999,2018,EAGLES,김재영,1993-07-22,1.03,29,0,0,21,6,4,0,1,111.1,74,70,503,136,32,1,15,37,0,12,56,0.0,4.0,5.66,5.9,1.55,93.6,90.1,-1.08,5300.0,8.575462099540212
1000,2018,HEROS,양현,1992-08-23,1.01,33,0,0,0,1,1,0,5,32.2,13,13,132,31,3,0,4,13,0,1,20,0.0,0.0,3.58,5.49,1.35,143.9,93.3,-0.81,3000.0,8.006367567650246
1001,2018,TIGERS,정성곤,1996-07-10,0.98,24,0,0,0,1,0,0,5,24.1,8,8,104,23,1,0,3,11,0,0,23,0.0,0.0,2.96,4.9,1.4,179.1,106.2,-0.01,4700.0,8.45531778769815
1002,2018,HEROS,김상수,1988-01-02,0.97,58,0,0,0,2,3,18,14,55.2,32,32,239,53,10,0,9,23,2,1,68,0.0,6.0,5.17,4.68,1.37,99.6,108.5,-0.39,16500.0,9.711115659888671
1003,2018,TIGERS,문경찬,1992-07-08,0.96,32,0,0,0,0,3,0,0,55.1,29,29,240,62,13,0,10,17,2,2,46,1.0,3.0,4.72,5.44,1.43,108.8,94.8,-1.16,3100.0,8.039157390473237
1004,2018,HEROS,해커,1983-03-26,0.94,14,0,0,13,5,3,0,0,79.2,49,46,349,86,16,0,16,30,0,5,56,1.0,2.0,5.2,6.36,1.46,99.2,80.0,-0.9,60000.0,11.002099841204238
1005,2018,HEROS,이보근,1986-04-30,0.9,64,0,0,0,7,6,0,24,61.0,36,29,263,66,10,2,6,14,1,4,54,0.0,2.0,4.28,4.18,1.31,120.4,122.3,-0.73,14000.0,9.546812608597396
1006,2018,DYNOS,원종현,1987-07-31,0.88,59,0,0,0,3,6,2,17,64.1,38,37,275,78,5,1,7,22,1,2,36,0.0,5.0,5.18,5.2,1.55,100.3,101.0,-1.21,18500.0,9.825526011066415
1007,2018,TIGERS,이종혁,1997-05-29,0.86,47,0,0,0,0,5,1,4,48.1,28,25,215,61,8,0,4,17,3,2,31,0.0,2.0,4.66,4.62,1.61,113.8,112.8,-2.12,3200.0,8.070906088787819
1008,2018,WYVERNS,박희수,1983-07-13,0.83,35,0,0,0,1,2,0,4,33.0,14,12,146,35,8,0,1,15,0,3,30,0.0,0.0,3.27,4.05,1.52,160.6,128.8,-0.95,18500.0,9.825526011066415
1009,2018,TWINS,차우찬,1987-05-31,0.81,29,1,0,29,12,10,0,0,170.0,119,115,762,177,36,4,27,79,2,10,136,0.0,10.0,6.09,5.83,1.51,82.9,85.5,-2.45,100000.0,11.512925464970229
1010,2018,DYNOS,배재환,1995-02-24,0.79,31,0,0,0,3,3,1,2,36.0,18,18,169,37,5,1,6,25,1,1,34,0.0,3.0,4.5,6.19,1.72,115.3,85.0,-1.11,3000.0,8.006367567650246
1011,2018,TIGERS,황인준,1991-07-23,0.77,37,0,0,2,3,1,0,1,52.2,31,29,229,58,13,1,9,12,0,6,35,0.0,0.0,4.96,5.75,1.33,103.6,89.6,-0.23,2800.0,7.937374696163295
1012,2018,TIGERS,팻딘,1989-05-25,0.72,36,0,0,21,6,7,0,2,129.1,96,90,588,174,29,1,23,27,2,4,101,0.0,3.0,6.26,5.26,1.55,82.0,98.1,-2.78,70000.0,11.156250521031495
1013,2018,WYVERNS,윤희상,1985-05-17,0.71,46,0,0,1,1,2,1,7,51.0,29,29,211,55,5,1,8,7,1,2,44,0.0,1.0,5.12,4.62,1.22,102.7,115.4,-0.22,13000.0,9.472704636443673
1014,2018,DYNOS,박진우,1990-02-12,0.69,11,0,0,1,1,0,0,1,19.2,8,8,80,18,2,0,2,5,1,2,15,0.0,0.0,3.66,4.55,1.17,141.8,115.5,0.05,2700.0,7.90100705199242
1015,2018,TWINS,최동환,1989-09-19,0.68,28,0,0,0,1,0,0,1,37.0,19,19,156,33,7,0,6,11,0,3,28,0.0,4.0,4.62,5.56,1.19,109.1,89.5,-0.01,6500.0,8.779557455883728
1016,2018,TIGERS,홍성용,1986-11-18,0.68,56,0,0,0,2,1,1,6,45.0,28,27,202,49,14,1,7,16,0,5,42,0.0,2.0,5.4,5.39,1.44,98.1,96.3,0.04,6300.0,8.748304912379623
1017,2018,TIGERS,류희운,1995-06-19,0.68,29,0,0,2,1,1,0,1,44.0,25,24,195,53,11,0,11,14,0,2,28,0.0,3.0,4.91,6.9,1.52,107.9,75.1,-0.28,4000.0,8.294049640102028
1018,2018,LIONS,임현준,1988-12-21,0.64,40,0,0,0,0,1,0,3,27.2,12,12,116,20,4,1,3,11,1,5,26,0.0,0.0,3.9,4.99,1.12,135.9,104.8,0.18,3500.0,8.160518247477505
1019,2018,TIGERS,심재민,1994-02-18,0.63,44,0,0,0,4,5,2,3,41.0,25,21,179,47,5,2,5,17,3,2,36,0.0,4.0,4.61,4.83,1.56,115.0,107.8,-1.13,5700.0,8.648221453822641
1020,2018,GIANTS,윤길현,1983-09-23,0.62,32,0,0,0,1,2,0,4,33.0,18,17,145,33,6,2,4,15,0,0,29,0.0,2.0,4.64,5.02,1.46,112.5,104.4,-0.34,50000.0,10.819778284410283
1021,2018,BEARS,박신지,1999-07-16,0.61,17,0,0,0,1,2,0,0,21.0,7,7,88,14,3,0,4,9,0,1,16,0.0,3.0,3.0,6.21,1.1,168.5,80.3,-0.85,2700.0,7.90100705199242
1022,2018,LIONS,김승현,1992-07-09,0.56,28,0,0,0,1,3,0,2,32.1,18,16,158,48,8,1,3,15,2,5,29,0.0,3.0,4.45,4.92,1.95,119.1,106.3,-0.83,4000.0,8.294049640102028
1023,2018,WYVERNS,이승진,1995-01-07,0.56,34,0,0,2,0,1,0,0,41.1,25,21,189,41,6,0,6,20,1,4,37,0.0,6.0,4.57,5.6,1.48,115.0,94.4,-0.65,2700.0,7.90100705199242
1024,2018,HEROS,이승호,1999-02-08,0.55,32,0,0,4,1,3,0,4,45.0,28,28,203,44,9,0,8,22,1,5,38,0.0,8.0,5.6,6.19,1.47,92.0,82.3,-0.34,2700.0,7.90100705199242
1025,2018,TIGERS,이상화,1988-03-01,0.54,11,0,0,0,0,0,2,3,10.1,3,3,43,6,1,1,0,5,0,1,14,0.0,2.0,2.61,2.87,1.07,202.8,182.3,-0.41,10000.0,9.210340371976184
1026,2018,WYVERNS,채병용,1982-04-25,0.51,29,0,0,0,2,1,1,3,30.0,16,16,128,33,5,0,8,8,0,1,15,0.0,0.0,4.8,7.2,1.37,109.5,73.9,-0.05,30000.0,10.308952660644293
1027,2018,EAGLES,안영명,1984-11-19,0.5,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1.0,4.0,5.73,5.56,1.49,92.5,96.2,0.53,35000.0,10.46310334047155
1028,2018,LIONS,정인욱,1990-12-18,0.49,19,0,0,0,1,0,0,0,31.0,17,12,137,31,7,1,3,9,0,3,27,0.0,1.0,3.48,4.51,1.29,152.3,115.9,-0.1,5700.0,8.648221453822641
1029,2018,GIANTS,장시환,1987-11-01,0.48,32,0,0,0,1,0,0,2,36.2,23,19,174,39,4,2,5,19,0,3,44,0.0,2.0,4.66,5.01,1.58,111.8,104.6,-0.14,8500.0,9.047821442478408
1030,2018,GIANTS,김건국,1988-02-02,0.47,5,0,0,1,1,0,0,0,10.2,3,3,41,11,2,0,1,0,0,1,9,0.0,0.0,2.53,3.65,1.03,206.1,143.1,0.18,2700.0,7.90100705199242
1031,2018,TWINS,최성훈,1989-10-11,0.46,24,0,0,0,0,0,0,3,16.2,7,7,74,17,4,0,4,9,1,1,14,0.0,2.0,3.78,6.89,1.56,133.5,71.7,-0.61,6000.0,8.699514748210191
1032,2018,TIGERS,한승혁,1993-01-03,0.43,21,0,0,19,7,3,0,0,88.0,62,57,406,105,18,3,8,44,1,4,65,0.0,16.0,5.83,5.14,1.69,88.0,100.4,-1.58,6500.0,8.779557455883728
1033,2018,DYNOS,최성영,1997-04-28,0.43,28,0,0,8,2,2,1,0,64.1,43,42,282,66,14,0,11,25,1,4,57,0.0,6.0,5.88,5.59,1.42,88.3,94.1,-0.31,2900.0,7.9724660159745655
1034,2018,DYNOS,이형범,1994-02-27,0.42,23,0,0,4,1,1,0,0,54.0,36,31,238,62,11,0,5,24,2,1,22,0.0,3.0,5.17,5.5,1.59,100.5,95.5,-0.42,3500.0,8.160518247477505
1035,2018,TIGERS,임기영,1993-04-16,0.41,29,0,0,19,8,9,0,2,105.0,79,73,491,145,24,0,20,34,2,12,68,0.0,2.0,6.26,6.27,1.71,82.0,82.2,-1.61,13000.0,9.472704636443673
1036,2018,TWINS,배재준,1994-11-24,0.41,16,0,0,5,1,0,0,0,38.2,24,19,174,34,11,1,3,20,0,1,41,0.0,3.0,4.42,4.35,1.4,114.1,115.9,-0.48,2700.0,7.90100705199242
1037,2018,TWINS,임찬규,1992-11-20,0.4,29,0,0,27,11,11,1,0,146.2,104,94,680,195,32,1,23,47,1,13,125,0.0,6.0,5.77,5.37,1.65,87.5,92.6,-2.78,11500.0,9.350102314351341
1038,2018,GIANTS,윤성빈,1999-02-26,0.39,18,0,0,10,2,5,0,0,50.2,36,36,235,51,12,0,5,36,0,3,65,0.0,5.0,6.39,4.86,1.72,81.6,107.7,-0.98,2700.0,7.90100705199242
1039,2018,EAGLES,김범수,1995-10-03,0.36,55,0,0,3,4,4,0,7,48.1,33,31,223,52,8,0,7,29,0,1,54,0.0,8.0,5.77,5.34,1.68,91.8,100.3,-0.17,3600.0,8.1886891244442
1040,2018,TWINS,김지용,1988-02-20,0.35,48,0,0,0,5,6,1,13,47.0,30,28,198,52,9,1,10,9,1,2,42,0.0,1.0,5.36,5.45,1.3,94.1,90.3,-1.45,9000.0,9.104979856318357
1041,2018,GIANTS,송승준,1980-06-29,0.35,22,0,0,15,3,4,0,0,79.0,58,54,361,93,23,2,8,35,0,4,68,0.0,5.0,6.15,4.91,1.62,84.8,106.4,-2.06,40000.0,10.596634733096073
1042,2018,BEARS,김정후,1988-09-26,0.35,13,0,0,0,0,1,0,0,17.1,8,7,75,12,3,0,3,12,0,1,12,0.0,0.0,3.63,6.95,1.39,139.1,72.3,-0.44,3500.0,8.160518247477505
1043,2018,HEROS,윤영삼,1992-07-14,0.35,22,0,0,0,1,0,2,0,29.2,18,16,127,31,7,0,2,8,1,1,32,0.0,1.0,4.85,3.36,1.32,106.2,152.4,0.21,4500.0,8.411832675758411
1044,2018,BEARS,이현승,1983-10-11,0.35,39,0,0,0,1,0,0,6,30.2,18,17,140,39,9,2,4,14,1,1,21,0.0,0.0,4.99,5.53,1.73,101.3,91.0,0.02,40000.0,10.596634733096073
1045,2018,TIGERS,김민,1999-04-14,0.35,9,0,0,9,4,2,0,0,37.1,26,21,178,40,10,0,4,25,0,6,25,0.0,5.0,5.06,6.38,1.74,104.7,81.4,-0.63,2700.0,7.90100705199242
1046,2018,HEROS,김동준,1992-03-02,0.35,33,0,0,3,2,2,2,1,47.2,33,32,218,61,12,1,10,18,0,4,36,0.0,2.0,6.04,6.43,1.66,85.3,79.0,-1.21,4900.0,8.496990484098719
1047,2018,TWINS,배민관,1991-07-29,0.34,8,0,0,0,0,0,0,0,11.0,2,2,51,9,3,0,0,4,0,2,11,0.0,3.0,1.64,3.47,1.18,308.3,148.9,0.02,3000.0,8.006367567650246
1048,2018,TIGERS,김사율,1980-04-17,0.33,29,0,0,3,1,2,0,0,45.1,32,29,204,56,14,1,12,10,1,2,35,0.0,4.0,5.76,6.46,1.46,92.0,80.3,-0.87,20000.0,9.903487552536127
1049,2018,TWINS,여건욱,1986-09-16,0.3,18,0,0,1,0,0,0,0,22.2,13,12,103,27,9,0,1,8,1,4,15,0.0,3.0,4.76,4.54,1.54,105.9,112.5,-0.15,4000.0,8.294049640102028
1050,2018,HEROS,조상우,1994-09-04,0.28,18,0,0,0,1,2,9,0,19.0,11,8,78,16,4,1,1,6,0,2,23,0.0,0.0,3.79,3.36,1.16,136.0,152.7,-0.8,12000.0,9.392661928770137
1051,2018,BEARS,이현호,1992-07-14,0.27,15,0,0,2,0,0,1,0,28.0,19,19,134,37,6,0,4,13,0,1,23,0.0,1.0,6.11,5.55,1.79,82.8,90.4,-0.15,5200.0,8.556413904569519
1052,2018,WYVERNS,박정배,1982-04-01,0.26,49,0,0,0,1,3,9,2,44.2,30,29,197,51,15,0,9,12,2,2,44,0.0,1.0,5.84,5.29,1.41,90.0,101.1,-2.4,14000.0,9.546812608597396
1053,2018,BEARS,홍상삼,1990-02-13,0.25,17,0,0,0,1,0,0,0,14.2,7,7,66,13,3,1,1,12,1,2,13,0.0,5.0,4.3,5.61,1.71,117.7,90.8,-0.14,9000.0,9.104979856318357
1054,2018,EAGLES,권혁,1983-11-06,0.22,16,0,0,0,1,1,0,3,11.0,6,6,44,9,1,0,2,4,0,0,11,0.0,1.0,4.91,5.29,1.18,107.9,101.5,-0.19,45000.0,10.714417768752456
1055,2018,HEROS,이상민,1990-11-04,0.22,4,0,0,0,0,0,0,0,4.2,0,0,16,3,1,0,0,1,0,0,2,0.0,0.0,0.0,3.62,0.86,92.07142857142857,143.6,0.09,4200.0,8.34283980427146
1056,2018,EAGLES,서균,1992-01-11,0.2,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0.0,3.0,5.79,6.94,1.47,91.6,76.8,0.0,3000.0,8.006367567650246
1057,2018,WYVERNS,전유수,1986-11-29,0.2,16,0,0,0,0,1,0,0,18.0,11,11,81,21,5,0,3,8,0,2,15,0.0,0.0,5.5,6.0,1.61,95.6,88.1,-0.47,8500.0,9.047821442478408
