birth||name,year||team,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA
1983-01-13 || 시스코,15k,-0.28,17,0,0,5,0,6,0,2,39,34,27,185,43,4,2,5,25,1,4,42,0,11,6.23,5.28,1.74,80.7,93.3,-1.87
1985-10-25 || 찰리,15N,-0.31,12,0,0,12,4,5,0,0,53.1,39,34,245,67,14,1,8,19,0,7,29,0,1,5.74,5.94,1.61,83.5,82.2,-1.42
1988-04-08 || 장필준,15삼,-0.31,2,0,0,1,0,0,0,0,4,7,7,22,10,2,0,2,0,0,0,4,0,0,15.75,8.12,2.5,31.3,60.7,-0.39
1995-05-31 || 주권,15k,-0.37,15,0,0,3,0,2,0,0,24.1,26,23,123,43,10,1,6,9,0,2,13,0,2,8.51,7.11,2.14,59.1,68.1,-0.54
1988-12-01 || 이원재,15두,-0.37,12,0,0,0,1,0,0,0,10.2,15,15,63,21,3,0,2,12,0,1,5,0,4,12.66,8.77,3.09,37,53,-0.09
1983-06-09 || 장원삼,15삼,-0.37,26,0,0,25,10,9,0,0,136.2,96,88,599,151,32,2,29,50,1,1,107,0,3,5.8,5.91,1.47,85.2,83.3,-2.27
1985-03-31 || 오주원,15넥,-0.43,9,0,0,4,0,2,0,0,18.1,19,19,96,31,6,0,4,12,0,1,11,0,3,9.33,7.38,2.35,53.4,67.7,-1.04
1980-03-09 || 권오준,15삼,-0.44,30,0,0,0,0,0,0,0,28,27,25,131,33,9,0,5,9,1,5,24,0,2,8.04,5.62,1.5,61.4,87.7,-0.42
1980-04-17 || 김사율,15k,-0.45,21,0,0,0,0,0,0,0,25.2,28,23,126,40,13,2,4,11,1,2,24,0,3,8.06,5.17,1.99,62.3,94.6,-0.99
1990-11-04 || 이상민,15넥,-0.45,23,0,0,0,0,1,0,1,19.1,23,23,99,29,2,1,4,10,0,3,12,0,1,10.71,7.08,2.02,46.5,70.4,-0.63
1991-06-18 || 이인복,15롯,-0.48,9,0,0,1,0,0,0,0,20.1,25,23,105,36,9,0,4,8,0,2,9,0,4,10.18,6.76,2.16,49.5,73.5,-0.48
1992-07-08 || 문경찬,15K,-0.48,8,0,0,4,1,3,0,0,27.2,32,30,133,44,9,4,7,10,0,1,15,0,0,9.76,7.01,1.95,50.5,70.2,-0.71
1991-02-05 || 장민익,15두,-0.48,4,0,0,0,0,0,0,0,4,14,13,31,11,0,0,4,8,0,0,4,0,1,29.25,20.62,4.75,16,21.4,0.02
1991-11-09 || 문성현,15넥,-0.49,34,0,0,13,0,5,0,1,91.2,75,64,425,114,19,1,10,39,0,5,58,0,9,6.28,5.21,1.67,79.2,95.3,-2.53
1991-10-08 || 임기준,15K,-0.5,17,0,0,6,1,3,0,0,34,32,25,175,39,9,0,4,27,0,12,26,0,4,6.62,7.06,1.94,74.5,70.1,-1.05
1983-09-08 || 신용운,15삼,-0.5,35,0,0,0,1,1,0,2,25.2,23,20,131,35,5,0,2,16,2,2,22,0,5,7.01,4.78,1.99,70.4,103.1,-0.86
1987-11-09 || 문광은,15S,-0.52,53,0,0,1,1,5,1,11,64.1,55,49,304,87,22,0,13,27,5,4,54,0,10,6.85,5.78,1.77,70.5,84.6,-1.63
1984-03-17 || 송은범,15한,-0.53,33,0,0,14,2,9,4,1,70.1,59,55,341,103,22,2,10,30,0,4,48,1,11,7.04,5.55,1.89,70.8,89,-2.44
1985-03-25 || 송창식,15한,-0.56,64,0,0,10,8,7,0,11,109,82,78,503,115,20,0,29,64,5,7,87,1,8,6.44,7.29,1.64,77.3,67.8,-2.99
1990-06-12 || 구승민,15롯,-0.58,11,0,0,3,0,2,0,0,29,33,33,140,46,4,2,9,9,0,2,20,0,4,10.24,7.41,1.9,49.2,67.7,-0.58
1990-12-18 || 정인욱,15삼,-0.6,12,0,0,4,2,2,1,0,29.1,27,27,143,40,9,0,5,16,0,2,29,0,0,8.28,5.7,1.91,59.6,86.5,-0.66
1996-07-10 || 정성곤,15k,-0.7,20,0,0,15,2,6,0,0,58,58,55,300,81,15,0,12,51,0,1,41,1,2,8.53,7.58,2.28,58.9,64.4,-1.61
1981-01-12 || 김성배,15롯,-0.7,45,0,0,0,2,3,1,5,39.2,34,34,188,51,16,0,2,19,3,2,33,1,0,7.71,3.97,1.77,65.3,122.8,-0.83
1989-10-22 || 노성호,15N,-0.73,17,0,0,3,1,2,0,0,23.2,28,28,122,33,4,1,8,23,0,0,25,0,4,10.65,8.81,2.37,45,55.3,-0.85
1981-08-28 || 마야,15두,-0.91,13,1,1,13,2,5,0,0,68.1,62,62,317,83,13,3,6,31,2,5,62,3,1,8.17,4.44,1.67,57.4,105.9,-1.25
1992-05-15 || 유창식,15한K,-0.96,27,0,0,12,0,8,0,0,54.2,53,48,268,67,12,0,9,40,0,3,34,0,8,7.9,6.87,1.96,62.6,71.8,-2.69
1987-02-25 || 어윈,15k,-1.05,12,0,0,12,1,7,0,0,56,57,54,271,90,20,1,10,21,0,2,41,0,2,8.68,5.71,1.98,57.9,85.3,-2.34
1996-10-10 || 김택형,15넥,-1.07,37,0,0,10,4,4,0,2,58,58,51,293,79,10,1,7,42,0,6,55,0,9,7.91,5.77,2.09,62.9,86,-2.19
1989-04-11 || 진야곱,15두,-1.3,47,0,0,14,5,9,0,4,102.2,88,80,486,120,26,0,12,68,0,3,108,4,9,7.01,5.11,1.83,66.9,91.4,-2.28
1981-05-04 || 배영수,15한,-1.55,32,0,0,21,4,11,0,1,101,93,79,469,124,19,1,21,39,0,14,56,0,6,7.04,6.78,1.61,70.8,72.9,-3.88
1979-07-31 || 밴헤켄,14넥,6.92,31,0,0,31,20,6,0,0,187,81,73,788,193,33,5,9,53,0,3,178,2,6,3.51,3.48,1.32,150.1,152.1,1.24
1985-05-22 || 밴덴헐크,14삼,6,25,1,0,25,13,4,0,0,152.2,54,54,622,125,30,1,15,45,0,5,180,0,4,3.18,3.76,1.11,166.1,139.7,1.9
1988-07-22 || 김광현,14S,5.2,28,1,0,28,13,9,0,0,173.2,77,66,749,178,36,4,10,81,1,3,145,1,9,3.42,4.37,1.49,149.2,118.8,0.94
1981-05-06 || 니퍼트,14두,5.03,30,1,0,28,14,7,0,1,179.1,83,76,760,186,20,1,17,48,0,6,158,0,10,3.81,4.23,1.31,129.7,118.7,0.22
1988-03-01 || 양현종,14K,4.99,29,0,0,29,16,8,0,0,171.1,85,81,732,162,30,6,12,77,1,4,165,0,5,4.25,4.24,1.4,122.7,125.1,2.03
1977-05-13 || 옥스프링,14롯,4.79,32,0,0,31,10,8,0,0,184.1,93,86,781,184,48,1,20,63,1,5,130,0,1,4.2,4.95,1.34,129.8,107.8,-0.35
1981-10-08 || 윤성환,14삼,4.67,28,1,1,28,12,7,0,0,170.1,87,83,728,196,30,4,18,37,0,8,133,0,4,4.39,4.46,1.37,120.6,118.4,-0.04
1983-03-26 || 해커,14N,4.31,30,1,0,29,8,8,0,0,172.2,86,78,749,169,22,2,14,62,0,14,112,0,5,4.07,4.93,1.34,128,107,0.54
1986-05-25 || 리오단,14L,4.14,28,2,1,28,9,10,0,0,168,80,74,707,177,32,5,13,37,1,10,77,0,8,3.96,4.77,1.27,124.9,106.3,0.45
1985-01-21 || 우규민,14L,3.96,29,0,0,28,11,5,0,0,153.2,78,69,653,170,18,5,11,34,1,12,103,0,2,4.04,4.32,1.33,122.5,117.3,0.28
1990-10-04 || 이재학,14N,3.8,29,1,0,28,10,9,0,0,156,77,73,668,152,28,2,16,68,0,8,131,0,2,4.21,4.97,1.41,123.6,106.2,-0.2
1985-10-25 || 찰리,14N,3.77,28,1,1,28,12,8,0,0,165.1,90,70,718,184,31,0,13,55,0,9,92,2,5,3.81,4.93,1.45,136.6,107.1,-0.82
1985-07-31 || 장원준,14롯,3.55,27,0,0,27,10,9,0,0,155,87,79,674,160,27,6,15,67,1,3,107,0,9,4.59,5.07,1.47,118.8,105,-0.81
1983-01-02 || 마틴,14삼,3.54,23,0,0,22,9,6,0,0,128,69,68,562,148,36,0,10,31,1,7,84,2,2,4.78,4.43,1.4,110.6,119.3,0.01
1986-06-01 || 유희관,14두,3.28,30,1,0,30,12,9,0,0,177.1,98,87,779,202,41,6,21,51,0,8,112,0,5,4.42,5.13,1.43,112,97.5,-0.22
1994-09-04 || 조상우,14넥,3.15,48,0,0,0,6,2,0,11,69.1,21,19,280,53,9,0,2,29,0,3,73,1,6,2.47,3.51,1.18,213.8,149.7,0.56
1993-06-25 || 한현희,14넥,3,66,0,0,0,4,2,2,31,78.2,30,28,342,75,9,1,6,31,1,4,83,0,2,3.2,4.03,1.35,164.6,131.8,2.04
1981-05-04 || 배영수,14삼,2.8,25,1,0,24,8,6,0,0,133.2,87,81,597,171,39,7,14,39,1,5,111,1,4,5.45,4.52,1.57,97,116.8,-1.75
1985-07-28 || 소사,14넥,2.79,20,0,0,20,10,2,0,0,125,66,64,537,140,22,2,18,45,0,3,98,0,3,4.61,5.31,1.48,114.4,101.1,0.01
1983-06-09 || 장원삼,14삼,2.66,24,0,0,24,11,5,0,0,129.1,70,59,562,149,33,2,16,37,0,5,63,0,6,4.11,5.46,1.44,128.8,97,-0.12
1980-07-15 || 봉중근,14L,2.59,50,0,0,0,2,4,30,0,49.2,16,16,216,51,7,0,2,17,2,4,45,0,6,2.9,3.71,1.37,170.8,138.2,0.93
1984-09-28 || 웨버,14N,2.57,24,0,0,23,9,6,0,0,118,66,60,512,132,25,0,13,42,0,3,85,2,5,4.58,4.99,1.48,113.7,105.8,-0.84
1985-10-06 || 앨버스,14한,2.56,28,1,1,28,6,13,0,0,151.1,108,99,673,200,35,7,18,40,0,4,107,0,9,5.89,4.86,1.59,92.1,108.8,-3.69
1983-05-30 || 류제국,14L,2.31,27,0,0,27,9,7,0,0,147.2,100,84,661,146,29,6,13,58,3,13,128,0,9,5.12,4.65,1.38,96.7,108.5,-2.26
1983-01-12 || 이동현,14L,2.3,61,0,0,0,5,1,2,23,59.1,18,18,250,54,10,1,2,21,1,8,38,0,3,2.73,4.43,1.26,181.3,116.4,0.53
1981-02-11 || 김승회,14롯,2.3,54,0,0,0,1,2,20,4,56,19,19,229,47,12,2,4,18,0,3,40,0,1,3.05,4.48,1.16,178.5,118.2,1.35
1983-10-01 || 안지만,14삼,2.3,55,0,0,0,6,3,1,27,62.1,27,26,263,51,9,0,5,30,2,4,67,0,4,3.75,4.29,1.3,140.9,122.6,1.39
1990-07-03 || 이태양,14한,2.2,30,0,0,26,7,10,0,0,153,100,90,677,183,31,6,27,41,2,7,96,1,10,5.29,5.8,1.46,102.5,91.2,-1.25
1982-03-04 || 손승락,14넥,2.17,62,0,0,0,3,5,32,0,62.1,30,30,259,69,12,0,6,11,0,2,53,0,3,4.33,4.03,1.28,121.7,132.6,-0.02
1984-11-19 || 안영명,14한,2.15,48,0,0,6,7,6,4,6,97.2,59,49,447,114,20,3,8,36,1,13,64,0,3,4.52,5.08,1.54,120.1,104,-1.57
1986-02-14 || 밴와트,14S,2,11,0,0,11,9,1,0,0,66.2,27,23,282,56,7,1,6,26,1,5,56,0,1,3.11,4.7,1.23,164.4,110.8,0.78
1979-10-11 || 유먼,14롯,1.95,28,0,0,28,12,10,0,0,151.2,109,100,701,196,22,6,20,63,0,3,84,0,3,5.93,5.77,1.71,91.9,92.8,-3.17
1987-07-31 || 원종현,14N,1.93,73,0,0,0,5,3,1,11,71,36,32,311,62,11,1,7,31,3,8,73,0,5,4.06,4.6,1.31,128.3,114.7,-0.26
1992-05-15 || 유창식,14한,1.81,21,0,0,18,4,4,0,0,91.1,54,42,436,100,15,3,2,72,1,3,53,0,11,4.14,5.41,1.88,131.1,97.4,-0.71
1985-07-17 || 오현택,14두,1.76,58,0,0,2,4,3,0,4,66.2,28,27,300,81,20,2,6,18,1,5,56,0,0,3.65,4.34,1.49,135.7,116,-0.76
1991-04-02 || 임정우,14L,1.74,25,0,0,10,2,5,0,0,73.1,35,34,317,79,14,1,6,26,2,5,54,1,5,4.17,4.63,1.43,118.6,109.1,-0.53
1984-07-28 || 윤규진,14한,1.69,43,0,0,0,7,2,9,3,72,39,37,311,69,14,1,11,31,2,1,73,0,8,4.63,5.06,1.39,117.3,104.3,0.06
1974-05-13 || 최영필,14K,1.68,40,0,0,0,4,2,0,14,53.2,25,19,228,52,13,0,6,15,1,1,45,0,3,3.19,4.47,1.25,163.8,118.4,-0.09
1979-08-12 || 홀튼,14K,1.65,17,0,0,17,5,8,0,0,93.2,54,50,417,96,24,2,10,48,0,3,58,0,4,4.8,5.64,1.54,108.6,93.6,-0.58
1980-06-29 || 송승준,14롯,1.64,24,0,0,23,8,11,0,0,122,91,81,572,166,29,4,16,43,0,10,89,0,4,5.98,5.41,1.71,91.2,98.8,-2.34
1983-09-23 || 윤길현,14S,1.62,59,0,0,0,3,3,7,9,57.2,27,25,247,49,10,1,7,28,2,1,63,0,9,3.9,4.65,1.34,130.8,111.8,-1.36
1986-06-17 || 유원상,14L,1.62,66,0,0,0,4,5,0,16,68,35,33,289,67,11,1,6,23,1,2,49,0,3,4.37,4.62,1.32,113.4,109.1,-0.22
1984-05-15 || 티포드,14L,1.58,20,0,0,19,5,6,0,0,99.2,64,58,455,105,14,2,9,51,2,6,85,0,2,5.24,4.98,1.57,94.5,101.3,-1.5
1986-11-29 || 전유수,14S,1.55,67,0,0,0,7,4,0,5,84.2,51,47,383,99,14,4,11,37,3,3,72,0,5,5,5.16,1.61,102.2,101.5,-1.91
1982-10-18 || 울프,14S,1.54,23,0,0,13,2,2,4,0,85.1,48,46,364,88,17,0,10,27,0,6,41,0,1,4.85,5.58,1.35,105.2,94.1,-0.16
1984-05-05 || 어센시오,14K,1.53,46,0,0,0,4,1,20,0,46.2,24,21,207,49,12,1,5,14,0,2,56,0,5,4.05,3.88,1.35,128.9,137,0.1
1982-03-28 || 신재웅,14L,1.47,57,0,0,2,8,3,0,8,64,29,27,271,62,10,2,7,26,0,2,46,0,1,3.8,5.15,1.38,130.4,97.3,-1.11
1989-01-02 || 이용찬,14두,1.43,48,0,0,0,5,5,17,0,51,28,24,221,56,12,2,3,16,1,3,47,0,5,4.24,3.84,1.41,116.8,132.7,-1.47
1985-03-07 || 김진성,14N,1.41,58,0,0,0,3,3,25,1,48.1,25,22,211,40,8,1,4,26,0,2,52,0,1,4.1,4.52,1.37,127,116.7,0.76
1975-01-02 || 손민한,14N,1.37,52,0,0,1,4,4,1,9,48.1,20,19,210,56,12,0,5,14,1,3,23,0,3,3.54,5.24,1.45,147.1,100.8,-1.28
1984-01-18 || 토마스,14K,1.37,10,0,0,9,2,2,0,0,46.2,26,23,210,55,9,0,3,19,1,1,51,0,0,4.44,3.73,1.59,117.7,142.8,-0.82
1987-05-31 || 차우찬,14삼,1.34,69,0,0,0,3,4,0,21,82,57,51,375,86,15,5,9,42,2,2,79,0,7,5.6,4.89,1.56,94.5,107.9,-0.89
1978-11-10 || 정대현,14롯,1.34,60,0,0,0,4,2,2,13,42,19,19,181,40,13,0,2,13,2,6,27,0,0,4.07,4.4,1.26,133.9,120.1,0.37
1985-05-17 || 최대성,14롯,1.32,41,0,0,0,2,2,0,1,45.1,17,13,198,41,12,0,1,25,0,3,43,0,9,2.58,4.1,1.46,211.2,127.5,-0.79
1981-08-28 || 마야,14두,1.27,11,1,0,11,2,4,0,0,63,36,34,278,67,10,0,6,24,0,4,54,0,2,4.86,4.71,1.44,101.8,106.8,-0.15
1985-08-25 || 임창민,14N,1.25,41,0,0,0,6,3,1,5,53.1,28,26,240,50,15,0,5,29,1,2,53,1,2,4.39,4.77,1.48,118.6,110.4,0
1990-01-26 || 정찬헌,14L,1.22,51,0,0,0,1,3,3,8,52.2,26,26,239,57,10,2,5,27,9,5,41,0,3,4.44,4.84,1.6,111.4,103.6,-0.31
1980-04-17 || 김사율,14롯,1.21,33,0,0,7,2,5,0,2,79.1,55,51,358,95,17,2,13,30,1,3,71,0,8,5.79,5.41,1.58,94.2,99.2,-1.06
1981-06-17 || 강영식,14롯,1.2,52,0,0,0,2,5,0,14,47,25,25,203,46,8,1,4,24,0,2,42,0,4,4.79,4.83,1.49,113.9,109.5,-0.4
1979-03-02 || 이정민,14롯,1.18,25,0,0,0,1,1,0,8,33.1,14,9,152,42,5,0,1,15,1,0,25,0,2,2.43,4.01,1.71,224.3,131.4,0.35
1983-11-06 || 권혁,14삼,1.18,38,0,0,0,3,2,0,1,34.2,13,11,137,27,7,0,4,11,1,0,38,0,1,2.86,4.03,1.1,185.2,130.6,-0.52
1983-10-11 || 이현승,14두,1.15,65,0,0,3,3,3,0,15,55,34,31,259,68,12,2,2,23,1,3,39,1,4,5.07,4.27,1.66,97.5,120.5,0
1983-07-13 || 박희수,14S,1.14,21,0,0,0,1,2,13,0,20.2,8,8,88,17,2,0,1,8,2,4,29,0,0,3.48,3.13,1.21,146.5,161.9,0.19
1983-03-07 || 김진우,14K,1.13,28,0,0,13,3,4,1,1,90.2,66,60,429,100,21,2,8,61,0,7,85,0,10,5.96,5.38,1.78,87.6,98.5,-2.52
1989-07-16 || 임준섭,14K,1.09,29,1,1,24,5,11,0,0,130.2,95,88,588,157,25,4,15,67,1,6,54,0,8,6.06,6.17,1.71,86.1,85.4,-2.56
1989-06-18 || 윤명준,14두,1.08,61,0,0,0,7,3,0,16,71.2,44,42,308,78,14,1,10,23,0,1,55,0,5,5.27,5.14,1.41,93.8,96.6,-0.57
1979-03-13 || 마정길,14넥,1.05,56,0,0,0,3,3,0,7,64,37,34,285,57,9,0,9,30,0,12,55,0,2,4.78,5.93,1.36,110.3,90.1,0.03
1993-08-11 || 이민호,14N,1.04,51,0,0,6,7,2,2,8,88,53,49,398,93,22,0,19,38,2,8,73,0,6,5.01,6.5,1.49,103.8,81.4,-0.42
1988-01-21 || 김현우,14삼,1.01,29,0,0,0,1,0,0,1,31,8,8,123,25,5,0,4,8,0,1,29,0,3,2.32,4.53,1.07,227.7,116.4,0.13
1990-12-24 || 손정욱,14N,1.01,67,0,0,0,2,1,1,16,44,24,23,194,40,10,1,3,25,0,1,38,0,3,4.7,4.79,1.48,110.6,110,-0.43
1980-01-01 || 정재훈,14두,0.99,54,0,0,0,1,5,2,15,53.2,33,32,230,50,8,1,6,19,1,6,56,0,0,5.37,4.56,1.29,92.2,109.4,-0.87
1988-11-21 || 김대우,14넥,0.96,30,0,0,9,2,2,1,0,73.2,48,45,347,88,14,2,9,45,0,8,66,0,4,5.5,5.81,1.81,95.9,91.8,-0.52
1987-07-13 || 백정현,14삼,0.95,27,0,0,5,0,3,1,1,46.1,28,27,204,51,9,1,5,17,0,3,53,0,1,5.24,4.27,1.47,100.8,123.3,-1.43
1979-01-19 || 김병현,14K,0.91,21,1,0,15,3,6,0,0,71,58,56,330,88,17,2,5,27,0,13,66,1,6,7.1,4.6,1.62,73.5,115.6,-2.06
1980-04-07 || 김태영,14K,0.9,48,0,0,0,5,4,1,11,50.2,34,32,228,56,13,2,6,17,2,5,45,0,1,5.68,4.8,1.44,91.8,110.6,0.04
1991-09-20 || 심동섭,14K,0.9,57,0,0,0,1,5,4,9,45.2,30,28,209,44,6,0,3,28,1,3,46,0,4,5.52,4.67,1.58,94.6,114,-0.82
1989-10-22 || 노성호,14N,0.89,15,0,0,6,1,2,0,1,48.1,25,24,212,44,7,2,6,28,0,2,37,0,4,4.47,5.8,1.49,116.4,91,-0.42
1982-04-25 || 채병용,14S,0.89,27,1,0,24,8,12,0,0,130,94,92,585,151,32,2,27,49,0,8,87,0,2,6.37,6.53,1.54,80.1,80.6,-2.53
1991-11-09 || 문성현,14넥,0.86,20,0,0,17,9,4,0,1,85.1,59,56,402,96,27,1,12,48,0,5,51,0,4,5.91,6.35,1.69,89.3,84.3,-0.32
1984-12-21 || 고창성,14N,0.7,25,0,0,0,1,1,0,1,25,9,5,107,25,6,1,1,7,0,3,11,0,1,1.8,4.7,1.28,289.1,112.3,-0.54
1976-05-27 || 박정진,14한,0.7,60,0,0,0,4,4,9,7,49.1,39,33,224,54,14,1,5,25,1,1,51,0,1,6.02,4.63,1.6,90.1,114.2,-0.67
1981-01-12 || 김성배,14롯,0.69,46,0,0,0,1,0,4,11,40.2,28,27,199,54,5,1,7,22,2,2,32,0,2,5.98,6.14,1.87,91.2,87.5,-0.77
1988-03-11 || 윤지웅,14L,0.68,53,0,0,0,1,2,0,6,36,20,17,166,40,3,0,4,16,1,3,34,0,1,4.25,4.91,1.56,116.5,101.8,-0.62
1985-05-17 || 윤희상,14S,0.66,7,0,0,7,0,1,0,0,28.1,17,16,130,36,8,0,1,9,1,3,18,0,1,5.08,4.21,1.59,100.4,123.2,-0.17
1976-06-04 || 임창용,14삼,0.65,49,0,0,0,5,4,31,0,44.2,33,29,205,50,9,3,4,21,0,4,52,0,5,5.84,4.37,1.59,90.5,120.3,-1.89
1982-04-01 || 박정배,14S,0.64,43,0,0,0,6,4,1,10,43.1,29,28,197,42,6,1,3,23,3,6,34,0,5,5.82,4.99,1.5,87.8,104,-1.34
1982-06-03 || 이명우,14롯,0.63,64,0,0,0,0,6,0,11,42.1,37,33,209,64,11,0,1,23,3,1,31,0,2,7.02,4.19,2.06,77.7,125.9,-1.55
1993-04-01 || 변진수,14두,0.61,31,0,0,0,0,0,0,3,33.2,21,19,141,35,6,2,3,10,0,4,29,1,1,5.08,4.54,1.34,97.4,111,0.07
1995-01-13 || 함덕주,14두,0.6,31,0,0,0,1,0,0,2,26.1,13,13,111,24,8,0,2,12,0,1,23,0,2,4.44,4.58,1.37,111.3,110.8,-0.14
1981-03-26 || 김건한,14삼,0.58,34,0,0,0,0,0,0,0,36.1,27,22,166,42,13,0,2,9,1,8,23,0,4,5.45,4.63,1.4,97,114.1,0.35
1979-03-12 || 이혜천,14N,0.58,25,0,0,0,1,0,0,2,18,7,6,85,22,7,0,0,8,0,2,17,0,1,3,3.63,1.67,173.5,144.7,0.22
1978-12-02 || 정현욱,14L,0.57,25,0,0,0,2,2,0,1,32.1,17,17,148,39,6,0,4,15,0,1,24,0,0,4.73,5.46,1.67,104.6,91.5,-0.98
1986-09-16 || 여건욱,14S,0.55,28,0,0,7,3,3,0,0,69.2,50,48,310,81,14,2,16,28,3,0,50,0,2,6.2,6.48,1.57,82.3,81.6,-1.83
1985-08-22 || 박근홍,14삼,0.54,42,0,0,0,1,0,0,5,30.1,16,15,141,25,6,0,4,28,0,3,26,0,3,4.45,6.92,1.75,118.8,76.5,-0.17
1985-03-27 || 타투스코,14한,0.52,14,1,0,12,2,6,0,0,63.2,51,50,299,64,9,2,7,45,0,6,49,0,10,7.07,6.15,1.71,76.8,86,-1.54
1979-06-13 || 이재영,14S,0.51,38,0,0,0,1,0,0,4,48,35,33,209,45,12,1,7,28,0,0,42,0,5,6.19,5.75,1.52,82.5,90.9,-0.57
1980-02-09 || 이재우,14두,0.5,11,0,0,9,1,2,0,1,37.2,21,21,176,41,14,1,5,22,0,3,30,0,1,5.02,5.98,1.67,98.6,83.6,-0.6
1995-05-07 || 하영민,14넥,0.48,14,0,0,13,3,5,0,0,62.1,52,50,288,84,17,1,9,28,0,0,43,0,2,7.22,5.7,1.8,73,94.2,-1.68
1993-01-03 || 한승혁,14K,0.47,26,0,0,6,1,5,0,0,58.2,47,47,277,62,9,3,5,48,0,3,54,0,6,7.21,5.73,1.88,72.4,92.4,-1.79
1987-06-25 || 배장호,14롯,0.47,16,0,0,2,2,2,0,0,28,16,15,126,27,7,1,1,15,1,5,9,0,0,4.82,5.71,1.5,113.1,92.5,-0.41
1987-05-13 || 신정락,14L,0.46,15,0,0,7,1,3,0,0,51.1,38,38,220,53,7,1,8,16,1,5,39,0,1,6.66,5.53,1.34,74.3,89.4,-0.44
1977-03-01 || 송신영,14넥,0.44,41,0,0,0,2,1,0,2,42.1,33,31,197,57,11,2,7,16,1,4,28,0,3,6.59,6.03,1.72,80,89.3,-0.62
1990-03-30 || 이성민,14N,0.43,9,0,0,5,1,2,0,0,28,22,18,134,37,5,2,0,16,0,1,14,0,3,5.79,4.68,1.89,89.9,112.3,-0.53
1989-07-15 || 홍성민,14롯,0.4,14,0,0,6,2,3,0,0,36,23,19,156,42,6,0,7,12,0,0,11,0,0,4.75,6.77,1.5,114.8,79.7,-0.62
1984-11-20 || 레이예스,14S,0.39,13,0,0,13,2,7,0,0,78.1,64,57,369,103,24,3,10,38,1,3,41,0,4,6.55,6,1.8,77.9,87.5,-2.54
1986-09-23 || 볼스테드,14두,0.36,17,1,0,17,5,7,0,0,87,70,60,410,116,20,2,8,37,0,7,32,0,4,6.21,5.83,1.76,79.7,86.8,-2.01
1987-03-18 || 신창호,14K,0.36,27,0,0,1,0,1,0,0,38,29,26,181,40,12,2,3,24,0,2,33,0,4,6.16,5.2,1.68,84.8,101.9,-0.49
1985-03-31 || 오주원,14넥,0.31,21,0,0,14,5,6,0,0,74,59,53,341,99,22,2,14,33,0,3,31,0,2,6.45,6.94,1.78,81.8,77.7,-1.44
1992-02-20 || 최영환,14한,0.31,50,0,0,0,1,2,1,2,64.2,54,51,304,76,12,2,9,43,2,6,42,1,9,7.1,6.55,1.84,76.4,80.6,-1.47
1984-10-09 || 임준혁,14K,0.28,30,0,0,0,1,3,0,2,32,24,18,145,34,7,1,3,18,1,2,17,0,3,5.06,5.79,1.63,103.1,91.3,-0.59
1986-05-07 || 윤근영,14한,0.27,36,0,0,1,2,3,0,5,49,41,39,239,71,13,1,6,23,1,7,28,0,1,7.16,6.08,1.92,75.7,86.9,-1.35
1977-05-24 || 서재응,14K,0.26,16,0,0,1,0,2,0,2,32.1,25,23,152,45,11,0,6,10,0,3,18,0,0,6.4,6.36,1.7,81.5,82.8,-0.71
1985-03-08 || 정대훈,14한,0.25,34,0,0,1,3,2,1,0,42.1,38,34,205,64,11,4,4,14,0,9,14,0,2,7.23,6.05,1.84,75,87.4,-0.56
1987-03-10 || 이상백,14S,0.24,16,0,0,0,0,0,1,0,14.1,7,7,65,13,2,1,3,6,0,2,14,0,3,4.4,6.3,1.33,116.1,83.1,0.17
1987-08-07 || 김세현,14넥,0.22,34,0,0,1,5,2,0,2,45,43,40,220,62,16,1,3,29,0,5,33,0,4,8,5.52,2.02,65.9,95.9,-0.37
1986-11-18 || 홍성용,14N,0.21,22,0,0,0,0,1,0,3,12.2,7,6,57,12,3,0,1,8,1,1,5,0,0,4.26,5.99,1.58,122.1,87.9,0.36
1994-01-24 || 신동훈,14L,0.21,5,0,0,0,1,0,0,0,10.1,5,4,45,10,3,0,0,5,0,3,4,0,0,3.48,5.4,1.45,142.1,96.6,0.15
1985-11-21 || 조현근,14삼,0.19,6,0,0,0,0,0,0,0,5.1,0,0,19,2,0,0,0,1,0,0,3,0,0,0,3.29,0.56,,159,0.01
1975-10-01 || 나이트,14넥,0.19,6,0,0,6,1,2,0,0,29.1,22,18,142,36,6,0,5,22,0,1,19,0,0,5.52,7.13,1.98,95.5,75.3,-0.43
1984-03-17 || 송은범,14K,0.19,27,0,0,11,4,8,0,0,78.2,73,64,390,114,16,5,11,43,0,5,60,0,12,7.32,5.98,2,71.3,88.3,-2.65
1995-09-11 || 이수민,14삼,0.18,5,0,0,0,1,0,0,1,7.1,2,2,39,7,1,0,0,10,1,1,7,0,0,2.45,6.04,2.32,215.4,87.3,0.11
1987-11-09 || 문광은,14S,0.18,9,0,0,7,1,2,0,0,32.2,26,23,149,40,8,0,7,10,0,0,23,0,1,6.34,6.15,1.53,80.5,85.9,-1.17
1988-04-08 || 김명성,14두,0.18,8,0,0,0,0,0,0,0,7.2,2,2,28,4,1,1,1,2,0,0,3,0,1,2.35,5.55,0.78,210.6,89.9,0.01
