birth||name,year||team||pos,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA
1992-07-24 || 김민수,20KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1989-03-20 || 진명호,20롯P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1990-12-24 || 손정욱,20NP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1996-03-16 || 홍정우,20삼P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1997-03-31 || 장지훈,20삼P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1999-08-19 || 정우영,20LP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1998-12-16 || 양기현,20키P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1989-10-02 || 조성운,20키P,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1999-09-22 || 양창섭,20삼P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1996-12-08 || 김주온,20SP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1988-08-28 || 김강률,20두P,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1997-06-05 || 김현준,20K,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.02
1994-05-17 || 한석현,20LRF,0,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.333,0,0.333,0.244,37.1,0
1991-10-12 || 박지규,20L2B,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1989-04-15 || 박정음,20키CF,0,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,0.186,0.255,0.233,0.488,0.238,28.9,-0.14
1990-09-16 || 백동훈,20두RF,0,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,0.188,0.316,0.25,0.566,0.286,64.3,-0.41
1981-09-01 || 이성우,20LC,0,72,88,77,7,18,1,0,3,28,11,0,0,6,0,0,14,3,5,0,0.234,0.289,0.364,0.653,0.282,64.4,-0.28
1995-02-08 || 이승민,20두C,-0.01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
1995-12-06 || 박재욱,20LC,-0.01,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,0.267,0.313,0.267,0.579,0.266,49.2,-0.22
1989-03-18 || 전민수,20LRF,-0.01,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.2,0.333,0.2,0.533,0.279,57.8,-0.11
2000-09-07 || 박지훈,20두,-0.01,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0
1990-02-22 || 윤수강,20NC,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.235,29.8,0
1993-08-30 || 조수행,20두RF,-0.02,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,0.263,0.3,0.263,0.563,0.272,52.5,0.14
1995-06-26 || 정주후,20K2B,-0.02,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0.5,0.367,116.6,-0.07
1996-07-16 || 류효승,20SDH,-0.02,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,0.125,0.222,0.5,0.722,0.3,62.8,-0.05
1991-03-23 || 문찬종,20키SS,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,0
2001-05-30 || 박시원,20N,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,0
1992-03-05 || 라이블리,20삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,0
1984-03-17 || 지석훈,20N3B,-0.03,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,0.207,0.3,0.298,0.598,0.281,57.8,-0.86
1995-02-27 || 김강현,20롯C,-0.03,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.25,0,0.25,0.183,-5.1,0
1993-03-18 || 도태훈,20N3B,-0.04,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.182,0.308,0.182,0.49,0.258,43.5,-0.18
1998-01-31 || 문상인,20KC,-0.04,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,-0.03
1989-06-02 || 최정민,20K2B,-0.04,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,0.125,0.3,0.125,0.425,0.241,31.3,-0.12
1991-08-30 || 김재현,20삼SS,-0.05,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,0.143,0.294,0.143,0.437,0.227,23.3,-0.01
1999-08-30 || 박준혁,20KRF,-0.05,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,0
1985-08-20 || 김용의,20L1B,-0.05,101,75,70,28,19,1,1,1,25,12,7,3,3,0,0,15,2,1,1,0.271,0.297,0.357,0.654,0.295,69.6,0.06
1995-06-03 || 이호연,20롯1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,0
1997-06-15 || 이거연,20SDH,-0.06,8,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0.125,0.3,0.125,0.425,0.241,31.3,0.02
1990-10-29 || 화이트,20SDH,-0.06,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,0.136,0.367,0.318,0.685,0.337,92.6,0.02
1989-05-02 || 양성우,20한LF,-0.07,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,0.209,14.1,-0.06
1993-03-18 || 김재현,20키C,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,-0.01
1999-02-20 || 권민석,20두3B,-0.07,55,57,50,6,13,2,0,0,15,7,1,0,3,0,0,15,0,2,2,0.26,0.291,0.3,0.591,0.266,49.2,-0.45
1994-07-13 || 유영준,20N2B,-0.07,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,-0.07
2000-10-20 || 조한민,20한SS,-0.07,25,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,0.22,0.25,0.3,0.55,0.255,43.5,-0.25
1996-10-07 || 이도윤,20한SS,-0.08,14,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,0.208,0.24,0.25,0.49,0.232,27.7,-0.2
1990-01-08 || 고장혁,20K3B,-0.08,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0.231,0.231,0.231,0.462,0.217,14.5,-0.22
1996-03-31 || 김태훈,20KDH,-0.08,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,0
2000-04-14 || 김도환,20삼C,-0.08,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,0.22,0.292,0.268,0.56,0.262,46.9,-0.32
1985-08-17 || 최진행,20한DH,-0.08,84,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,0.234,0.304,0.369,0.673,0.309,78.1,-0.59
1995-05-26 || 백승현,20L3B,-0.09,27,39,28,5,7,1,0,0,8,2,0,0,4,1,0,8,0,6,0,0.25,0.364,0.286,0.649,0.273,54.4,-0.17
1995-04-28 || 심우준,20KSS,-0.09,144,535,476,58,112,16,3,3,143,51,35,11,37,2,0,98,7,16,4,0.235,0.291,0.3,0.591,0.271,50.2,-2.65
1993-09-22 || 황윤호,20K3B,-0.09,25,73,70,5,17,3,0,0,20,5,2,0,3,0,0,10,3,0,0,0.243,0.274,0.286,0.56,0.264,46.3,-1.18
1989-05-20 || 이원재,20N1B,-0.09,73,146,132,15,34,5,2,4,55,17,1,0,11,0,1,26,3,2,1,0.258,0.313,0.417,0.729,0.321,82.5,-0.45
1992-03-11 || 오준혁,20SLF,-0.09,70,161,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,0.27,0.323,0.378,0.701,0.32,83.7,0.08
1991-01-20 || 김준완,20NRF,-0.1,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,0.215,0.32,0.277,0.597,0.292,65.2,-0.29
1994-12-07 || 이정훈,20KC,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,-0.06
1997-03-03 || 박상언,20한C,-0.1,38,47,46,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,0.217,0.234,0.283,0.517,0.239,32.6,-0.28
1982-10-02 || 정근우,20L2B,-0.1,72,177,154,23,37,4,0,1,44,14,7,2,17,2,1,23,4,3,1,0.24,0.322,0.286,0.608,0.287,64.4,0.1
1994-03-17 || 김성표,20삼CF,-0.1,15,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.125,0.125,0.125,0.25,0.118,-48,0.03
2001-09-04 || 오명진,20두,-0.1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,-0.26
1985-12-04 || 김회성,20한1B,-0.1,15,25,18,1,3,1,0,0,4,1,0,0,3,1,0,6,2,2,1,0.167,0.304,0.222,0.527,0.245,35.9,-0.22
1995-02-18 || 정기훈,20한3B,-0.12,29,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,0.161,0.278,0.226,0.504,0.254,41.7,-0.34
1991-03-02 || 김민수,20삼C,-0.12,17,26,23,3,4,0,0,0,4,1,0,0,2,0,0,6,0,1,0,0.174,0.24,0.174,0.414,0.201,7,-0.23
1998-03-20 || 김수환,20키1B,-0.13,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0,0,0.182,0.25,0.273,0.523,0.247,37.2,-0.45
1990-07-09 || 백승민,20삼1B,-0.13,7,12,9,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0.25,0,0.25,0.188,-4.1,0.02
1989-07-07 || 오선진,20한SS,-0.13,93,222,197,17,46,4,0,2,56,17,0,1,16,3,0,39,10,6,0,0.234,0.301,0.284,0.585,0.274,55.6,-1.03
1993-05-01 || 김성욱,20NRF,-0.14,104,225,195,32,43,4,1,8,73,26,12,5,17,4,0,40,0,7,2,0.221,0.294,0.374,0.668,0.295,65.5,-0.13
1997-11-11 || 주효상,20키C,-0.14,63,101,84,6,16,4,0,0,20,7,0,0,13,0,0,26,0,3,1,0.19,0.296,0.238,0.534,0.257,43.7,0.07
1989-10-08 || 국해성,20두RF,-0.14,46,94,86,10,20,1,0,3,30,17,1,1,6,1,2,21,2,0,1,0.233,0.287,0.349,0.636,0.282,64.4,-0.04
1989-02-22 || 박찬도,20삼LF,-0.15,51,116,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,0.219,0.325,0.302,0.627,0.292,65.2,-0.62
1994-02-12 || 김민준,20SLF,-0.15,12,5,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-126,0.12
1990-07-30 || 최재원,20LCF,-0.15,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,-126,-0.07
2001-04-16 || 박주홍,20키DH,-0.16,13,25,24,0,6,2,0,0,8,1,0,1,1,0,0,10,0,0,0,0.25,0.28,0.333,0.613,0.283,60.9,-0.15
1995-11-21 || 김민혁,20KLF,-0.16,108,249,222,35,53,5,2,5,77,25,8,4,22,2,0,42,4,2,1,0.239,0.312,0.347,0.659,0.304,73.1,0.86
1994-02-20 || 장운호,20한RF,-0.16,24,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,0.148,0.207,0.296,0.503,0.228,24,0.06
1996-10-29 || 김지수,20한LF,-0.17,14,26,25,2,4,0,0,1,7,4,0,0,1,0,0,7,0,0,0,0.16,0.192,0.28,0.472,0.213,14.6,-0.15
1994-12-24 || 박한결,20한SS,-0.17,13,24,20,5,3,0,0,0,3,1,0,0,2,0,0,8,2,2,0,0.15,0.227,0.15,0.377,0.179,-7.3,-0.44
1990-12-11 || 이홍구,20SKC,-0.17,49,96,84,5,16,2,0,3,27,8,0,0,6,3,0,26,3,2,1,0.19,0.266,0.321,0.587,0.266,47.1,-0.55
1990-12-06 || 김병희,20K3B,-0.18,29,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,0.143,0.136,0.286,0.422,0.175,-10.9,-0.19
1999-03-25 || 최준우,20S2B,-0.18,66,207,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,1,0.236,0.307,0.308,0.615,0.285,60.3,-0.59
1997-08-05 || 박준영,20NSS,-0.18,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,0.152,0.235,0.239,0.474,0.23,24.6,-0.25
1983-06-24 || 송광민,20한3B,-0.19,94,298,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,0.235,0.276,0.375,0.652,0.291,66.5,-1.29
1987-11-07 || 김재현,20SLF,-0.19,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,0.135,-37.6,-0.06
1996-12-27 || 송우현,20키RF,-0.2,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0.2,0,0.2,0.149,-28.5,-0.16
1990-05-20 || 문선재,20KRF,-0.2,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.167,0.167,0.167,0.333,0.157,-24.3,-0.06
1980-07-10 || 이택근,20키LF,-0.21,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,0.193,0.281,0.281,0.562,0.269,51.6,-0.11
1995-11-21 || 채현우,20SLF,-0.21,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,0.13,0.167,0.174,0.341,0.163,-18.7,-0.13
1996-10-16 || 서호철,20N3B,-0.21,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,-0.05
1993-09-30 || 장진혁,20한RF,-0.21,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,0.156,0.27,0.219,0.489,0.244,36.7,-0.21
1995-07-31 || 김경호,20SLF,-0.21,56,110,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,0.286,0.303,0.333,0.636,0.292,67.2,-0.88
1999-02-22 || 추재현,20롯CF,-0.22,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0.125,0.25,0.125,0.375,0.206,9.1,-0.3
1995-04-27 || 배성근,20롯SS,-0.22,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-126,-0.18
1994-07-17 || 이우성,20KLF,-0.22,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,0.203,0.299,0.22,0.519,0.262,45.2,-0.31
1992-10-10 || 정진기,20SRF,-0.22,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,0.238,0.279,0.333,0.613,0.27,51.2,-0.03
1991-10-22 || 김응민,20삼C,-0.23,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.281,0.237,0.517,0.245,35.6,0.05
1991-08-02 || 송민섭,20KRF,-0.24,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,0.195,0.292,0.341,0.633,0.274,54.1,-0.06
1988-06-24 || 김동한,20롯3B,-0.24,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,0.221,0.274,0.294,0.568,0.268,47.6,-0.64
1997-10-30 || 천성호,20K2B,-0.25,66,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,0.203,0.286,0.246,0.532,0.261,44.2,-0.41
1995-02-08 || 노태형,20한2B,-0.27,55,113,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,0.216,0.286,0.275,0.56,0.267,51.6,-0.28
1990-05-14 || 장영석,20K3B,-0.29,11,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,0.129,0.243,0.129,0.372,0.202,5.5,-0.58
2000-04-13 || 양우현,20삼2B,-0.3,7,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,0.13,0.167,0.13,0.297,0.148,-28,-0.33
1988-11-09 || 김헌곤,20삼RF,-0.31,97,283,254,26,63,8,0,3,80,34,7,5,22,3,0,31,7,1,3,0.248,0.312,0.315,0.627,0.295,67.7,-1.15
2001-09-28 || 임종찬,20한RF,-0.33,52,119,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,0.231,0.297,0.306,0.602,0.283,61.5,-0.49
1993-04-19 || 안권수,20두RF,-0.33,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,0.27,0.3,0.27,0.57,0.265,48.2,-0.21
2000-05-02 || 홍종표,20K2B,-0.34,40,88,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,0.25,0.282,0.288,0.57,0.259,43.2,-1.01
1996-10-24 || 최정용,20K2B,-0.34,38,59,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,0.196,0.224,0.268,0.492,0.224,19.9,-0.04
2000-09-02 || 박승규,20삼RF,-0.34,91,196,182,24,47,11,0,1,61,14,4,5,7,3,0,32,4,4,0,0.258,0.297,0.335,0.632,0.288,63.6,-0.48
1991-03-13 || 남태혁,20SDH,-0.36,35,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,0.197,0.264,0.258,0.522,0.25,37.4,-0.38
1997-08-29 || 홍현빈,20KLF,-0.36,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,0,0.217,0,0.217,0.128,-41.9,-0.14
1999-07-17 || 이재원,20LRF,-0.37,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,0.05,0.136,0.05,0.186,0.109,-53.6,-0.24
1992-06-07 || 이현석,20SC,-0.37,58,109,101,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,0.178,0.224,0.257,0.482,0.222,18.2,-0.55
1993-01-31 || 김영환,20KK2B,-0.4,14,18,16,0,0,0,0,0,0,0,1,1,1,0,0,5,0,1,0,0,0.059,0,0.059,0.041,-99.2,-0.14
1997-01-11 || 구본혁,20L3B,-0.42,125,98,86,20,14,0,1,1,19,7,0,0,7,2,0,18,2,3,0,0.163,0.242,0.221,0.463,0.22,19.9,-0.22
1989-09-18 || 모터,20키3B,-0.43,10,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,1,0.114,0.135,0.2,0.335,0.149,-24.6,-0.64
2000-05-30 || 유장혁,20한LF,-0.44,30,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,0.167,0.239,0.19,0.43,0.215,16.4,-0.37
1985-09-04 || 윤석민,20S3B,-0.46,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,0.192,0.211,0.342,0.553,0.242,30.9,-0.34
1992-01-10 || 강민국,20K2B,-0.52,81,120,107,16,24,3,0,0,27,9,0,1,7,0,0,20,0,6,0,0.224,0.272,0.252,0.524,0.24,29.7,-0.31
1982-05-29 || 김태균,20한1B,-0.53,67,254,219,14,48,11,0,2,65,29,0,0,30,2,3,42,8,1,2,0.219,0.316,0.297,0.613,0.288,64.6,-0.5
1994-06-01 || 정현,20SSS,-0.53,89,128,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.24,0.241,0.481,0.227,22,-0.61
1989-05-18 || 호잉,20한RF,-0.55,34,134,124,12,24,4,0,4,40,14,5,3,9,1,0,34,4,0,0,0.194,0.254,0.323,0.576,0.265,48.8,-0.5
1993-01-26 || 김규민,20키LF,-0.56,54,111,101,13,21,2,1,1,28,6,1,0,5,1,0,24,3,3,1,0.208,0.25,0.277,0.527,0.24,31.9,-1.13
1996-07-24 || 이동훈,20한CF,-0.58,37,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.234,0.116,-48.3,-0.58
1992-11-20 || 허일,20롯RF,-0.59,60,95,84,5,15,4,0,1,22,6,0,0,8,1,0,29,4,2,0,0.179,0.258,0.262,0.52,0.244,32.8,-0.46
1991-10-28 || 팔카,20삼DH,-0.66,51,217,196,17,41,7,0,8,72,23,2,0,18,0,0,58,5,0,3,0.209,0.272,0.367,0.639,0.288,60.3,-0.64
1982-12-24 || 정상호,20두C,-0.68,42,92,86,3,14,6,0,0,20,8,0,0,2,0,0,29,4,3,1,0.163,0.18,0.233,0.412,0.182,-4.8,-1.24
1988-02-24 || 이재원,20SC,-0.68,80,251,222,18,41,8,0,2,55,21,0,0,19,6,3,24,12,3,1,0.185,0.266,0.248,0.514,0.241,31.8,-1.48
1987-03-10 || 민병헌,20롯CF,-0.69,109,342,309,42,72,12,0,2,90,23,10,6,21,5,1,62,12,5,2,0.233,0.291,0.291,0.582,0.271,50.8,-2.24
1989-02-05 || 이상호,20N2B,-0.69,82,65,61,18,8,1,0,0,9,4,6,4,3,0,0,5,2,1,0,0.131,0.172,0.148,0.319,0.155,-24,-0.64
2000-01-30 || 최인호,20한LF,-0.73,47,135,127,8,30,0,0,0,30,8,0,0,4,1,0,34,3,1,2,0.236,0.261,0.236,0.497,0.237,31.9,-1.14
1986-07-25 || 정의윤,20SDH,-0.77,76,203,187,13,45,5,1,1,55,20,0,1,12,1,1,38,7,0,3,0.241,0.286,0.294,0.58,0.27,51.9,-0.98
1993-08-03 || 이성규,20삼1B,-0.91,98,245,216,25,39,7,1,10,78,30,3,1,18,5,0,64,7,4,2,0.181,0.257,0.361,0.618,0.274,50.7,-1.73
1996-01-11 || 박계범,20삼SS,-0.91,80,175,164,21,32,7,0,3,48,16,3,2,7,0,0,42,3,3,1,0.195,0.227,0.293,0.519,0.233,26.1,-0.9
1984-07-13 || 이성열,20한DH,-0.94,79,248,227,23,46,5,0,8,75,34,1,1,16,5,0,69,4,0,0,0.203,0.27,0.33,0.601,0.277,57.5,-1.13
1997-03-08 || 김규성,20K2B,-1,103,182,157,21,28,2,1,3,41,11,2,1,13,1,0,40,1,11,0,0.178,0.246,0.261,0.507,0.226,21.6,-1.85
1995-10-07 || 김태진,20NK3B,-1.02,82,280,263,28,62,5,1,1,72,23,7,4,13,1,0,45,2,2,1,0.236,0.273,0.274,0.547,0.258,42.4,-0.57
1995-06-05 || 박찬호,20KSS,-1.14,141,530,479,63,106,16,0,3,131,36,15,8,36,0,0,87,14,12,3,0.221,0.274,0.273,0.548,0.254,40.2,-1.96
1999-08-31 || 정보근,20롯C,-1.19,85,152,133,9,20,2,0,0,22,5,0,0,11,1,0,32,7,6,1,0.15,0.219,0.165,0.385,0.187,-3.9,-1.76
1995-10-17 || 김하성,19키SS,7.17,139,625,540,112,166,38,2,19,265,104,33,4,70,7,4,80,12,1,7,0.307,0.389,0.491,0.88,0.397,145.7,4.52
1987-06-05 || 양의지,19NC,6.69,118,459,390,61,138,26,0,20,224,68,4,3,48,15,4,43,13,0,6,0.354,0.438,0.574,1.012,0.452,179.8,1.88
1987-02-28 || 최정,19S3B,6.32,141,606,503,86,147,27,0,29,261,99,3,2,69,26,6,92,4,0,8,0.292,0.399,0.519,0.918,0.411,148.9,3.85
1987-09-28 || 샌즈,19키RF,6.16,139,613,525,100,160,39,1,28,285,113,1,2,77,6,1,101,17,0,5,0.305,0.396,0.543,0.939,0.421,163,3.45
1990-05-24 || 로하스,19KCF,5.49,142,576,520,68,167,29,3,24,274,104,4,4,48,3,5,120,4,0,5,0.321,0.379,0.527,0.905,0.405,151.3,1.2
1986-07-10 || 박병호,19키1B,5.46,122,532,432,92,121,22,0,33,242,98,0,1,78,13,5,117,7,0,9,0.28,0.399,0.56,0.959,0.422,165.8,2.21
1988-04-27 || 페르난데스,19두DH,5.1,144,645,572,87,197,34,0,15,276,88,1,2,61,6,4,54,16,0,6,0.344,0.409,0.483,0.892,0.408,154.7,3.32
1998-08-20 || 이정후,19키LF,4.88,140,630,574,91,193,31,10,6,262,68,13,7,45,4,0,40,15,3,4,0.336,0.386,0.456,0.842,0.386,135.1,1.39
1999-07-29 || 강백호,19KRF,4.74,117,504,437,72,147,29,1,13,217,65,9,5,61,2,4,87,11,0,4,0.336,0.417,0.497,0.913,0.415,157.4,3.83
1993-02-06 || 박민우,19N2B,4.72,125,526,468,89,161,23,8,1,203,45,18,7,41,9,1,40,10,2,6,0.344,0.403,0.434,0.836,0.387,135.8,1.68
1990-09-08 || 박건우,19두RF,4.68,127,537,458,83,146,27,5,10,213,64,12,3,60,7,0,57,23,1,11,0.319,0.397,0.465,0.863,0.394,144.3,0.91
1986-02-25 || 전준우,19롯LF,4.24,141,606,545,85,164,30,1,22,262,83,8,2,46,7,2,71,19,1,7,0.301,0.359,0.481,0.839,0.379,130.6,0.53
1986-07-28 || 러프,19삼1B,4.18,133,568,472,80,138,35,2,22,243,101,6,3,80,7,6,87,18,0,9,0.292,0.396,0.515,0.911,0.406,145.8,1.3
1983-12-16 || 최형우,19KDH,4.16,136,555,456,65,137,31,1,17,221,86,0,1,85,7,6,77,13,0,7,0.3,0.413,0.485,0.897,0.406,150.3,3.05
1986-10-29 || 오재일,19두1B,4.14,130,529,467,76,137,29,1,21,231,102,2,1,55,3,1,99,5,0,4,0.293,0.369,0.495,0.863,0.39,145.1,4.6
1987-07-28 || 황재균,19K3B,4.05,124,506,447,78,127,16,3,20,209,67,10,7,52,2,2,70,10,0,5,0.284,0.358,0.468,0.825,0.373,130.2,2.18
1985-09-30 || 로맥,19S1B,4.02,137,589,504,86,139,28,1,29,256,95,6,3,73,6,3,117,11,0,6,0.276,0.37,0.508,0.878,0.393,136.7,1.09
1988-10-20 || 이천웅,19LCF,3.98,138,613,546,88,168,24,3,2,204,48,21,10,57,5,1,82,13,4,1,0.308,0.378,0.374,0.751,0.353,114.3,2.02
1988-01-12 || 김현수,19LLF,3.57,140,595,526,75,160,37,0,11,230,82,3,1,54,6,9,52,11,0,9,0.304,0.37,0.437,0.807,0.366,125.8,3.29
1989-08-27 || 최재훈,19한C,3.55,135,451,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,0.29,0.398,0.362,0.76,0.362,122,-0.01
1987-03-10 || 민병헌,19롯CF,3.53,101,420,369,52,112,24,2,9,167,43,13,6,42,5,0,55,9,1,3,0.304,0.38,0.453,0.832,0.382,133.4,0.1
1988-09-22 || 김재환,19두LF,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,0.283,0.363,0.435,0.798,0.362,123.5,2.53
1989-05-18 || 호잉,19한RF,3.51,124,525,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,0.284,0.34,0.46,0.8,0.359,120.9,1.69
1981-07-01 || 유한준,19KDH,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.381,133.6,4.09
