,YYYY,team,pos,name,birth,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA,salary,key,key_fnl,most_value_fnl,salary_log
1572,2016,EAGLES,3B,신성현,1990-10-19,0.38,89,184,158,30,44,8,0,8,76,24,0,4,15,5,0,54,3,6,0,0.278,0.36,0.481,0.841,0.363,100.6,0.48,3700,신성현1990-10-19,신성현1990-10-19,1B,8.216088098632316
1573,2016,GIANTS,LF,박헌도,1987-01-01,0.36,37,82,69,9,18,7,0,3,34,11,1,0,10,3,0,25,1,0,0,0.261,0.378,0.493,0.871,0.39,118.6,0.11,8000,박헌도1987-01-01,박헌도1987-01-01,LF,8.987196820661973
1574,2016,BEARS,3B,이원석,1986-10-21,0.36,7,22,19,3,6,3,0,2,15,7,0,0,2,0,0,2,1,0,1,0.316,0.364,0.789,1.153,0.457,179.3,0.41,15000,이원석1986-10-21,이원석1986-10-21,3B,9.615805480084347
1575,2016,HEROS,2B,김지수,1986-08-23,0.32,81,106,91,16,26,5,0,3,40,9,2,2,10,0,0,16,3,4,1,0.286,0.353,0.44,0.793,0.345,88.8,0.2,5500,김지수1986-08-23,김지수1986-08-23,2B,8.612503371220562
1576,2016,EAGLES,LF,최진행,1985-08-17,0.31,28,85,70,4,23,2,0,1,28,9,0,0,11,2,0,16,1,2,0,0.329,0.434,0.4,0.834,0.389,118.2,0.3,18500,최진행1985-08-17,최진행1985-08-17,LF,9.825526011066415
1577,2016,WYVERNS,SS,박승욱,1992-12-04,0.28,36,103,87,19,24,4,1,3,39,13,2,1,9,2,0,28,0,4,1,0.276,0.354,0.448,0.802,0.347,92.5,-0.09,2700,박승욱1992-12-04,박승욱1992-12-04,SS,7.90100705199242
1578,2016,BEARS,LF,정진호,1988-10-02,0.27,31,32,24,9,9,0,1,0,11,3,0,2,6,2,0,1,0,0,0,0.375,0.531,0.458,0.99,0.473,169.9,0.3,5200,정진호1988-10-02,정진호1988-10-02,LF,8.556413904569519
1579,2016,GIANTS,SS,문규현,1983-07-05,0.27,120,368,316,38,86,10,0,4,108,40,2,3,29,1,0,39,10,19,2,0.272,0.333,0.342,0.675,0.301,62.9,-0.92,3000,문규현1983-07-05,문규현1983-07-05,SS,8.006367567650246
1580,2016,EAGLES,RF,김경언,1982-12-07,0.26,66,217,182,23,48,6,1,5,71,25,3,0,28,2,0,46,7,2,3,0.264,0.363,0.39,0.753,0.346,90.0,-0.07,20000,김경언1982-12-07,김경언1982-12-07,RF,9.903487552536127
1581,2016,EAGLES,DH,김태완,1984-01-27,0.25,24,24,20,3,7,1,1,0,10,0,0,0,3,1,0,8,0,0,0,0.35,0.458,0.5,0.958,0.441,152.9,-0.13,8000,김태완1984-01-27,김태완1984-01-27,DH,8.987196820661973
1582,2016,DYNOS,LF,김종호,1984-05-31,0.23,93,137,122,26,36,2,0,0,38,7,13,6,14,0,0,30,3,1,0,0.295,0.368,0.311,0.679,0.329,82.9,-0.01,17500,김종호1984-05-31,김종호1984-05-31,LF,9.769956159911606
1583,2016,TIGERS,RF,김다원,1985-09-17,0.22,25,47,43,3,13,2,0,1,18,6,0,0,2,2,0,15,1,0,0,0.302,0.362,0.419,0.78,0.36,98.2,-0.4,7000,김다원1985-09-17,김다원1985-09-17,RF,8.85366542803745
1584,2016,TWINS,CF,백창수,1988-05-09,0.22,10,21,18,4,6,2,0,1,11,3,0,1,2,1,0,6,1,0,0,0.333,0.429,0.611,1.04,0.454,169.6,0.35,4000,백창수1988-05-09,백창수1988-05-09,LF,8.294049640102028
1585,2016,TIGERS,SS,김선빈,1989-12-18,0.2,6,27,25,3,9,2,1,0,13,0,1,1,1,0,0,3,1,1,0,0.36,0.385,0.52,0.905,0.39,119.9,-0.17,13000,김선빈1989-12-18,김선빈1989-12-18,SS,9.472704636443673
1586,2016,GIANTS,CF,전준우,1986-02-25,0.19,25,113,99,16,25,7,0,2,38,10,3,3,7,6,0,25,4,1,0,0.253,0.339,0.384,0.723,0.333,83.0,0.1,20500,전준우1986-02-25,전준우1986-02-25,CF,9.9281801651265
1587,2016,HEROS,C,지재옥,1988-07-24,0.19,7,17,13,2,3,0,0,1,6,1,0,0,3,1,0,7,0,0,0,0.231,0.412,0.462,0.873,0.4,124.8,-0.2,2600,지재옥1988-07-24,지재옥1988-07-24,C,7.8632667240095735
1588,2016,TIGERS,DH,황대인,1996-02-10,0.17,4,7,7,1,3,2,0,1,8,3,0,0,0,0,0,3,0,0,0,0.429,0.429,1.143,1.571,0.635,273.2,0.08,3000,황대인1996-02-10,황대인1996-02-10,1B,8.006367567650246
1589,2016,BEARS,2B,최주환,1988-02-28,0.16,85,182,160,21,45,11,0,2,62,22,0,0,12,4,1,19,2,2,4,0.281,0.339,0.388,0.726,0.328,80.9,-0.01,11000,최주환1988-02-28,최주환1988-02-28,2B,9.305650551780507
1590,2016,TIGERS,RF,오준혁,1992-03-11,0.15,47,144,132,18,35,8,4,2,57,15,1,2,9,1,0,38,2,2,0,0.265,0.317,0.432,0.749,0.33,80.3,-0.92,3300,오준혁1992-03-11,오준혁1992-03-11,RF,8.101677747454572
1591,2016,DYNOS,C,박광열,1995-08-28,0.13,13,15,15,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0.4,0.4,0.4,0.8,0.378,115.9,-0.1,3000,박광열1995-08-28,박광열1995-08-28,C,8.006367567650246
1592,2016,EAGLES,RF,박준혁,1991-01-09,0.13,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0,0,0.375,0.444,0.625,1.069,0.471,173.3,0.31,2400,박준혁1991-01-09,박준혁1991-01-09,RF,7.783224016336037
1593,2016,EAGLES,C,허도환,1984-07-31,0.11,48,93,78,9,17,8,0,0,25,12,0,0,6,5,0,21,2,4,0,0.218,0.315,0.321,0.635,0.291,55.3,-0.12,7500,허도환1984-07-31,허도환1984-07-31,C,8.922658299524402
1594,2016,WIZ,SS,박기혁,1981-06-04,0.1,117,348,308,36,84,13,0,2,103,34,0,2,27,1,0,53,8,10,2,0.273,0.331,0.334,0.666,0.306,64.1,-0.29,15000,박기혁1981-06-04,박기혁1981-06-04,SS,9.615805480084347
1595,2016,DYNOS,2B,이상호,1989-02-05,0.1,15,27,25,1,7,2,0,0,9,1,3,0,0,2,0,4,3,0,0,0.28,0.333,0.36,0.693,0.326,80.8,0.19,4000,이상호1989-02-05,이상호1989-02-05,2B,8.294049640102028
1596,2016,TIGERS,RF,김원섭,1978-12-18,0.08,37,90,73,10,16,5,0,0,21,12,1,0,15,0,0,16,2,1,1,0.219,0.348,0.288,0.636,0.311,67.8,0.38,15000,김원섭1978-12-18,김원섭1978-12-18,LF,9.615805480084347
1597,2016,HEROS,2B,장시윤,1993-09-23,0.07,9,14,10,3,2,0,0,0,2,0,0,0,3,1,0,2,1,0,0,0.2,0.429,0.2,0.629,0.35,92.7,-0.14,3300,장시윤1993-09-23,장시윤1993-09-23,3B,8.101677747454572
1598,2016,TWINS,1B,양석환,1991-07-15,0.06,80,215,203,24,56,10,1,6,86,37,3,0,6,1,0,48,1,3,2,0.276,0.297,0.424,0.721,0.315,74.9,0.96,7000,양석환1991-07-15,양석환1991-07-15,1B,8.85366542803745
1599,2016,EAGLES,SS,권용관,1976-11-19,0.06,40,49,44,7,11,2,1,0,15,3,0,0,2,2,0,12,2,1,0,0.25,0.313,0.341,0.653,0.3,61.3,-0.68,8000,권용관1976-11-19,권용관1976-11-19,SS,8.987196820661973
1600,2016,TWINS,C,조윤준,1989-08-30,0.05,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.944,475.4,0.01,3000,조윤준1989-08-30,조윤준1989-08-30,C,8.006367567650246
1601,2016,TWINS,RF,이병규,1974-10-25,0.05,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.944,475.4,-0.03,80000,이병규1974-10-25,이병규1974-10-25,RF,11.289781913656018
1602,2016,BEARS,CF,정수빈,1990-10-07,0.05,114,305,269,49,65,7,2,2,82,20,12,4,25,6,0,48,7,4,1,0.242,0.319,0.305,0.624,0.296,58.1,-0.89,28000,정수빈1990-10-07,정수빈1990-10-07,CF,10.239959789157341
1603,2016,WIZ,3B,신현철,1987-11-02,0.05,35,25,24,3,7,2,0,0,9,2,0,0,0,1,0,12,0,0,0,0.292,0.32,0.375,0.695,0.322,72.1,-0.08,3000,신현철1987-11-02,신현철1987-11-02,3B,8.006367567650246
1604,2016,BEARS,C,박세혁,1990-01-09,0.04,87,210,172,26,36,5,1,5,58,23,2,2,22,2,0,45,1,11,3,0.209,0.302,0.337,0.639,0.281,51.9,-0.36,3000,박세혁1990-01-09,박세혁1990-01-09,C,8.006367567650246
1605,2016,BEARS,2B,고영민,1984-02-08,0.04,8,5,4,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0.25,0.4,0.5,0.9,0.404,131.2,-0.17,15000,고영민1984-02-08,고영민1984-02-08,2B,9.615805480084347
1606,2016,LIONS,CF,황선도,1997-08-28,0.04,1,4,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.333,0.5,0.333,0.833,0.423,141.6,-0.05,2700,황선도1997-08-28,황선도1997-08-28,CF,7.90100705199242
1607,2016,DYNOS,LF,권희동,1990-12-30,0.04,14,47,41,4,11,0,0,1,14,9,0,1,5,1,0,9,0,0,0,0.268,0.362,0.341,0.703,0.337,87.9,0.09,5100,권희동1990-12-30,권희동1990-12-30,LF,8.536995818712418
1608,2016,DYNOS,3B,김태진,1995-10-07,0.03,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.472,177.0,0.0,3000,김태진1995-10-07,김태진1995-10-07,3B,8.006367567650246
1609,2016,WYVERNS,LF,한유섬,1989-08-09,0.02,6,20,18,3,5,0,0,0,5,0,1,0,1,1,0,5,0,0,0,0.278,0.35,0.278,0.628,0.312,70.7,-0.15,6500,한유섬1989-08-09,한유섬1989-08-09,RF,8.779557455883728
1610,2016,TWINS,CF,안익훈,1996-02-12,0.02,68,52,45,13,12,0,1,0,14,4,1,1,6,0,0,9,0,1,0,0.267,0.353,0.311,0.664,0.316,68.7,-0.19,4100,안익훈1996-02-12,안익훈1996-02-12,CF,8.318742252692399
1611,2016,HEROS,1B,장영석,1990-05-14,0.02,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,0.192,0.364,0.269,0.633,0.321,73.6,0.14,3300,장영석1990-05-14,장영석1990-05-14,3B,8.101677747454572
1612,2016,GIANTS,C,김사훈,1987-06-18,0.02,19,36,28,5,9,1,0,0,10,4,0,0,3,0,0,6,1,5,0,0.321,0.387,0.357,0.744,0.307,68.0,-0.05,2900,김사훈1987-06-18,김사훈1987-06-18,C,7.9724660159745655
1613,2016,GIANTS,CF,오현근,1985-09-12,0.02,19,17,15,4,3,0,0,0,3,2,2,0,2,0,0,5,0,0,0,0.2,0.294,0.2,0.494,0.254,33.9,0.0,3000,오현근1985-09-12,오현근1985-09-12,RF,8.006367567650246
1614,2016,WYVERNS,2B,최정용,1996-10-24,0.01,48,61,54,10,16,1,1,0,19,2,0,0,3,0,0,16,0,4,0,0.296,0.333,0.352,0.685,0.3,63.5,-0.31,2700,최정용1996-10-24,최정용1996-10-24,2B,7.90100705199242
1615,2016,LIONS,SS,박계범,1996-01-11,0.01,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20684375,0.27221875,0.29096875,0.56328125,0.2586875,34.946875,0.0,2900,박계범1996-01-11,박계범1996-01-11,SS,7.9724660159745655
1616,2016,GIANTS,DH,김대우,1984-07-26,0.01,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.373,108.5,-0.01,3800,김대우1984-07-26,김대우1984-07-26,DH,8.242756345714477
1617,2016,EAGLES,C,박노민,1985-08-18,0.01,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,48.01315789473684,-0.03,4000,박노민1985-08-18,박노민1985-08-18,C,8.294049640102028
1618,2016,DYNOS,C,박세웅,1993-08-12,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,48.01315789473684,-0.06,2700,박세웅1993-08-12,박세웅1993-08-12,C,7.90100705199242
1619,2016,TWINS,2B,박성준,1996-03-27,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,72.85384615384615,-0.02,3000,박성준1996-03-27,박성준1996-03-27,2B,8.006367567650246
1620,2016,TWINS,LF,이형종,1989-06-07,0.0,61,147,124,14,35,4,2,1,46,14,1,0,15,2,0,20,3,5,1,0.282,0.366,0.371,0.737,0.335,83.6,-0.16,2700,이형종1989-06-07,이형종1989-06-07,LF,7.90100705199242
1621,2016,EAGLES,C,지성준,1994-04-10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22035,0.280375,0.298575,0.57885,0.265125,48.01315789473684,0.0,2700,지성준1994-04-10,지성준1994-04-10,C,7.90100705199242
1622,2016,EAGLES,RF,양성우,1989-05-02,0.0,108,446,384,52,104,12,4,4,136,53,5,2,39,9,0,67,6,8,6,0.271,0.347,0.354,0.701,0.324,76.1,0.47,2800,양성우1989-05-02,양성우1989-05-02,LF,7.937374696163295
1623,2016,TIGERS,SS,고영우,1990-01-08,-0.01,63,81,70,18,15,3,0,0,18,4,3,2,7,3,0,15,1,1,0,0.214,0.313,0.257,0.57,0.28,47.6,-0.75,6000,고영우1990-01-08,고영우1990-01-08,3B,8.699514748210191
1624,2016,HEROS,CF,유재신,1987-11-21,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,0.258,0.361,0.258,0.619,0.305,62.5,-0.41,6000,유재신1987-11-21,유재신1987-11-21,CF,8.699514748210191
1625,2016,WIZ,3B,박용근,1984-01-21,-0.02,31,86,74,5,17,4,1,1,26,6,0,1,11,0,0,14,1,0,1,0.23,0.326,0.351,0.677,0.316,71.0,-0.1,4000,박용근1984-01-21,박용근1984-01-21,3B,8.294049640102028
1626,2016,WIZ,C,김만수,1996-04-18,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,0.0,2900,김만수1996-04-18,김만수1996-04-18,C,7.9724660159745655
1627,2016,LIONS,RF,우동균,1989-12-03,-0.04,33,82,68,14,15,1,0,2,22,10,0,0,12,0,0,10,0,1,1,0.221,0.333,0.324,0.657,0.309,67.1,0.38,5500,우동균1989-12-03,우동균1989-12-03,RF,8.612503371220562
1628,2016,WIZ,2B,김선민,1990-11-13,-0.04,32,63,50,7,11,0,0,0,11,2,3,1,10,1,0,14,3,2,0,0.22,0.361,0.22,0.581,0.296,57.1,-0.21,3200,김선민1990-11-13,김선민1990-11-13,2B,8.070906088787819
1629,2016,EAGLES,3B,주현상,1992-08-10,-0.04,15,8,8,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,19.0,-0.09,3700,주현상1992-08-10,주현상1992-08-10,3B,8.216088098632316
1630,2016,EAGLES,SS,임익준,1988-03-15,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.06,3300,임익준1988-03-15,임익준1988-03-15,2B,8.101677747454572
1631,2016,EAGLES,LF,이양기,1981-01-31,-0.05,17,58,52,5,15,2,0,1,20,9,0,0,2,2,0,8,6,1,1,0.288,0.333,0.385,0.718,0.324,76.0,0.51,5400,이양기1981-01-31,이양기1981-01-31,LF,8.594154232552366
1632,2016,GIANTS,C,강동관,1996-11-01,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,0.0,2700,강동관1996-11-01,강동관1996-11-01,C,7.90100705199242
1633,2016,BEARS,C,최재훈,1989-08-27,-0.06,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,0.167,0.273,0.222,0.495,0.247,27.2,-0.19,6800,최재훈1989-08-27,최재훈1989-08-27,C,8.824677891164198
1634,2016,LIONS,3B,성의준,1989-12-17,-0.06,24,23,20,2,3,0,0,1,6,2,0,0,2,1,0,4,0,0,0,0.15,0.261,0.3,0.561,0.263,36.8,0.04,3000,성의준1989-12-17,성의준1989-12-17,3B,8.006367567650246
1635,2016,DYNOS,DH,조평호,1985-08-07,-0.06,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.167,0.286,0.167,0.452,0.242,24.4,-0.3,3500,조평호1985-08-07,조평호1985-08-07,1B,8.160518247477505
1636,2016,TWINS,C,박재욱,1995-12-06,-0.07,26,50,47,5,12,2,0,0,14,4,0,0,2,0,0,9,3,1,0,0.255,0.286,0.298,0.584,0.27,40.7,-0.22,2700,박재욱1995-12-06,박재욱1995-12-06,C,7.90100705199242
1637,2016,TWINS,SS,김지성,1985-07-20,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.04,3800,김지성1985-07-20,김지성1985-07-20,SS,8.242756345714477
1638,2016,DYNOS,LF,윤병호,1989-07-05,-0.08,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0,0,0.111,0.111,0.444,0.556,0.211,5.1,-0.11,2900,윤병호1989-07-05,윤병호1989-07-05,CF,7.9724660159745655
1639,2016,EAGLES,DH,김주현,1993-12-21,-0.08,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.01,2700,김주현1993-12-21,김주현1993-12-21,DH,7.90100705199242
1640,2016,DYNOS,DH,강구성,1993-06-09,-0.08,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,0.0,2700,강구성1993-06-09,강구성1993-06-09,DH,7.90100705199242
1641,2016,WYVERNS,3B,임석진,1997-10-10,-0.09,11,12,11,3,2,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0.182,0.25,0.182,0.432,0.22,10.2,-0.18,2700,임석진1997-10-10,임석진1997-10-10,3B,7.90100705199242
1642,2016,HEROS,RF,허정협,1990-02-17,-0.1,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0,0,0.176,0.3,0.176,0.477,0.254,29.3,-0.12,3000,허정협1990-02-17,허정협1990-02-17,LF,8.006367567650246
1643,2016,GIANTS,SS,이여상,1984-02-01,-0.1,61,83,72,10,18,3,1,0,23,7,2,2,7,0,0,25,0,3,1,0.25,0.313,0.319,0.632,0.287,55.6,0.09,3600,이여상1984-02-01,이여상1984-02-01,3B,8.1886891244442
1644,2016,WYVERNS,C,이현석,1992-06-07,-0.1,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0.182,0.182,0.182,0.364,0.172,-19.3,-0.08,2700,이현석1992-06-07,이현석1992-06-07,C,7.90100705199242
1645,2016,EAGLES,C,정범모,1987-03-26,-0.1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,0.0,6000,정범모1987-03-26,정범모1987-03-26,C,8.699514748210191
1646,2016,GIANTS,LF,김주현,1988-04-16,-0.11,21,33,29,4,6,4,0,0,10,1,1,0,3,0,0,12,0,1,0,0.207,0.281,0.345,0.626,0.279,47.6,-0.46,3300,김주현1988-04-16,김주현1988-04-16,LF,8.101677747454572
1647,2016,WIZ,CF,배정대,1995-06-12,-0.12,65,55,50,10,13,1,0,0,14,3,2,1,4,0,0,18,0,1,0,0.26,0.315,0.28,0.595,0.283,48.6,0.08,3500,배정대1995-06-12,배정대1995-06-12,CF,8.160518247477505
1648,2016,WIZ,CF,김진곤,1987-09-10,-0.12,13,8,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.125,0.125,0.125,0.25,0.118,-57.6,-0.18,3500,김진곤1987-09-10,김진곤1987-09-10,CF,8.160518247477505
1649,2016,LIONS,C,이정식,1981-11-02,-0.13,7,9,8,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0.0,0.111,0.0,0.111,0.086,-77.7,-0.11,4500,이정식1981-11-02,이정식1981-11-02,C,8.411832675758411
1650,2016,TWINS,SS,장준원,1995-11-21,-0.13,14,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0.077,0.2,0.077,0.277,0.162,-27.7,-0.04,3000,장준원1995-11-21,장준원1995-11-21,2B,8.006367567650246
1651,2016,TIGERS,2B,안치홍,1990-07-02,-0.13,10,43,36,3,8,2,0,0,10,1,0,0,5,0,0,8,2,1,1,0.222,0.31,0.278,0.587,0.278,46.4,-0.4,15000,안치홍1990-07-02,안치홍1990-07-02,2B,9.615805480084347
1652,2016,LIONS,DH,나성용,1988-01-05,-0.13,6,13,12,1,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.167,0.231,0.167,0.397,0.203,-1.7,-0.26,3700,나성용1988-01-05,나성용1988-01-05,DH,8.216088098632316
1653,2016,HEROS,1B,채태인,1982-10-11,-0.14,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,0.286,0.345,0.397,0.743,0.339,84.1,1.79,30000,채태인1982-10-11,채태인1982-10-11,1B,10.308952660644293
1654,2016,EAGLES,RF,이종환,1986-05-08,-0.14,31,33,29,3,8,1,0,0,9,4,0,0,3,0,2,10,1,0,1,0.276,0.333,0.31,0.644,0.278,47.9,-0.28,6200,이종환1986-05-08,이종환1986-05-08,RF,8.732304571033183
1655,2016,WIZ,2B,김영환,1993-01-31,-0.15,12,12,12,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.167,0.167,0.167,0.333,0.157,-32.5,0.01,3700,김영환1993-01-31,김영환1993-01-31,2B,8.216088098632316
1656,2016,WIZ,RF,김사연,1988-08-09,-0.15,20,63,56,6,14,1,0,0,15,4,1,2,7,0,0,10,3,0,0,0.25,0.333,0.268,0.601,0.298,58.8,-0.28,4500,김사연1988-08-09,김사연1988-08-09,RF,8.411832675758411
1657,2016,TIGERS,SS,최병연,1986-12-21,-0.15,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.111,0.0,0.111,0.083,-79.5,-0.22,3000,최병연1986-12-21,최병연1986-12-21,SS,8.006367567650246
1658,2016,HEROS,C,주효상,1997-11-11,-0.15,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0,0,0.222,0.263,0.278,0.541,0.255,29.2,0.05,2700,주효상1997-11-11,주효상1997-11-11,C,7.90100705199242
1659,2016,BEARS,DH,홍성흔,1977-02-28,-0.15,17,45,40,4,10,2,0,0,12,5,0,1,5,0,0,9,3,0,0,0.25,0.333,0.3,0.633,0.307,65.7,-0.16,40000,홍성흔1977-02-28,홍성흔1977-02-28,DH,10.596634733096073
1660,2016,DYNOS,SS,강민국,1992-01-10,-0.15,24,26,23,2,3,1,0,1,7,1,0,0,2,0,0,9,1,1,0,0.13,0.2,0.304,0.504,0.216,7.9,-0.13,2700,강민국1992-01-10,강민국1992-01-10,SS,7.90100705199242
1661,2016,EAGLES,SS,최윤석,1987-03-28,-0.16,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.125,0.177,0.125,0.302,0.155,-33.4,-0.21,5700,최윤석1987-03-28,최윤석1987-03-28,SS,8.648221453822641
1662,2016,DYNOS,C,용덕한,1981-04-09,-0.16,88,116,104,16,22,3,0,2,31,7,0,0,8,1,0,21,5,2,1,0.212,0.272,0.298,0.57,0.262,38.4,-0.63,6500,용덕한1981-04-09,용덕한1981-04-09,C,8.779557455883728
1663,2016,DYNOS,3B,황윤호,1993-09-22,-0.17,33,12,12,7,1,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0.083,0.083,0.083,0.167,0.079,-81.4,-0.25,2700,황윤호1993-09-22,황윤호1993-09-22,3B,7.90100705199242
1664,2016,EAGLES,1B,김회성,1985-12-04,-0.18,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,0.2,0.345,0.267,0.612,0.305,63.5,0.01,5500,김회성1985-12-04,김회성1985-12-04,3B,8.612503371220562
1665,2016,TIGERS,SS,강한울,1991-09-12,-0.18,104,322,298,36,81,13,3,0,100,27,7,3,15,0,0,46,2,9,0,0.272,0.307,0.336,0.642,0.291,55.3,-0.74,6000,강한울1991-09-12,강한울1991-09-12,SS,8.699514748210191
1666,2016,GIANTS,C,안중열,1995-09-01,-0.18,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,0.179,0.207,0.214,0.421,0.2,-2.5,-0.2,4000,안중열1995-09-01,안중열1995-09-01,C,8.294049640102028
1667,2016,LIONS,2B,김태완,1981-09-19,-0.18,34,52,46,4,9,2,0,1,14,9,0,0,5,0,1,15,2,0,1,0.196,0.269,0.304,0.574,0.257,33.1,-0.37,6000,김태완1981-09-19,김태완1981-09-19,2B,8.699514748210191
1668,2016,HEROS,1B,박윤,1988-03-07,-0.19,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.091,0.167,0.091,0.258,0.141,-42.9,-0.06,4000,박윤1988-03-07,박윤1988-03-07,1B,8.294049640102028
1669,2016,LIONS,3B,김정혁,1985-08-03,-0.19,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,0.236,0.299,0.321,0.62,0.288,53.1,-0.88,3300,김정혁1985-08-03,김정혁1985-08-03,3B,8.101677747454572
1670,2016,GIANTS,CF,김민하,1989-02-25,-0.2,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,0.2,0.234,0.289,0.523,0.231,17.3,-0.9,4000,김민하1989-02-25,김민하1989-02-25,LF,8.294049640102028
1671,2016,TWINS,SS,윤진호,1986-06-23,-0.22,34,23,21,3,4,0,0,0,4,0,1,0,0,0,0,6,1,2,0,0.19,0.191,0.19,0.381,0.164,-28.3,0.03,3300,윤진호1986-06-23,윤진호1986-06-23,3B,8.101677747454572
1672,2016,EAGLES,LF,정현석,1984-03-01,-0.22,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.2,9500,정현석1984-03-01,정현석1984-03-01,RF,9.159047077588632
1673,2016,WIZ,SS,심우준,1995-04-28,-0.22,122,251,236,36,57,9,1,3,77,17,17,1,8,0,0,40,5,5,2,0.242,0.264,0.326,0.591,0.264,37.0,-0.81,3500,심우준1995-04-28,심우준1995-04-28,SS,8.160518247477505
1674,2016,TIGERS,2B,홍재호,1987-05-10,-0.23,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0.077,0.188,0.077,0.264,0.152,-34.6,-0.05,3400,홍재호1987-05-10,홍재호1987-05-10,2B,8.131530710604252
1675,2016,TIGERS,C,한승택,1994-06-21,-0.23,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,0.179,0.207,0.179,0.386,0.182,-16.1,0.12,2700,한승택1994-06-21,한승택1994-06-21,C,7.90100705199242
1676,2016,GIANTS,SS,김대륙,1992-04-03,-0.24,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,0.143,0.259,0.245,0.504,0.241,26.3,-0.01,3200,김대륙1992-04-03,김대륙1992-04-03,SS,8.070906088787819
